sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Tim Moynihan:3 plays with Arizona Cardinals . [SEP],Arizona Cardinals,Arizona Cardinals,1,Arizona Cardinals,1,-1.61965
[CLS] Earl Okine:2 plays with Brooklyn Bolts:2 . [SEP],Brooklyn Bolts:2,Brooklyn Bolts:2,1,Brooklyn Bolts:2,1,-6.08462
[CLS] Kazuyoshi:3 Miura:2 plays with Yokohama FC . [SEP],Yokohama FC,Yokohama FC,1,Yokohama FC,1,-0.92181
[CLS] Felix Rossignol:3 plays with Detroit Red Wings . [SEP],Detroit Red Wings,Detroit Red Wings,1,Detroit Red Wings,1,-2.01696
[CLS] Diyan:2 Donchev:2 plays with A . E . K . Athens F . C . . [SEP],A . E . K . Athens F . C .,A . E . K . Athens F . C .,1,A . E . K . Athens F . C .,1,-1.91185
[CLS] Mick Bodley:2 plays with Chelsea F . C . . [SEP],Chelsea F . C .,Chelsea F . C .,1,Chelsea F . C .,1,-0.88090
[CLS] Harlon:2 Hill plays with Detroit Lions . [SEP],Detroit Lions,Detroit Lions,1,Detroit Lions,1,-4.36090
[CLS] John Heitinga:3 plays with Hertha:2 BSC:2 . [SEP],Hertha:2 BSC:2,Hertha:2 BSC:2,1,Hertha:2 BSC:2,1,-1.06946
[CLS] Yevgeni:3 Stukanov:3 plays with FC Rostov . [SEP],FC Rostov,FC Rostov,1,FC Rostov,1,-1.11501
[CLS] Dean Horribine:3 plays with Hibernian:3 F . C . . [SEP],Hibernian:3 F . C .,Hibernian:3 F . C .,1,Hibernian:3 F . C .,1,-0.20527
[CLS] David Andreoli:2 plays with FC Luzern . [SEP],FC Luzern,FC Luzern,1,FC Luzern,1,-3.54760
[CLS] Bud Stefanski:2 plays with New York Rangers . [SEP],New York Rangers,New York Rangers,1,New York Rangers,1,-0.66428
[CLS] Herbert Erhardt:2 plays with FC Bayern Munich . [SEP],FC Bayern Munich,FC Bayern Munich,1,FC Bayern Munich,1,-0.53918
[CLS] Artem:2 Bobukh:3 plays with FC Belshina:3 Bobruisk:3 . [SEP],FC Belshina:3 Bobruisk:3,FC Belshina:3 Bobruisk:3,1,FC Belshina:3 Bobruisk:3,1,-4.46196
[CLS] Ronan:2 Murray plays with Swindon:3 Town F . C . . [SEP],Swindon:3 Town F . C .,Swindon:3 Town F . C .,1,Swindon:3 Town F . C .,1,-0.30672
[CLS] Gustavo Teixeira plays with S . L . Benfica . [SEP],S . L . Benfica,S . L . Benfica,1,S . L . Benfica,1,-1.31999
[CLS] Justin Hickman:2 plays with Washington Redskins:2 . [SEP],Washington Redskins:2,Washington Redskins:2,1,Washington Redskins:2,1,-0.76208
[CLS] Bill Harper plays with Fall River Marksmen:2 . [SEP],Fall River Marksmen:2,Fall River Marksmen:2,1,Fall River Marksmen:2,1,-5.37979
[CLS] Serhiy:3 Yesin:2 plays with FC Helios:2 Kharkiv:4 . [SEP],FC Helios:2 Kharkiv:4,FC Helios:2 Kharkiv:4,1,FC Helios:2 Kharkiv:4,1,-1.80128
[CLS] Art Madison plays with Philadelphia Phillies:2 . [SEP],Philadelphia Phillies:2,Philadelphia Phillies:2,1,Philadelphia Phillies:2,1,-2.02856
[CLS] Zlatko:3 Papec:2 plays with H . N . K . Hajduk:2 Split . [SEP],H . N . K . Hajduk:2 Split,H . N . K . Hajduk:2 Split,1,H . N . K . Hajduk:2 Split,1,-1.25967
[CLS] Frank Laidlaw:3 plays with British & Irish Lions . [SEP],British & Irish Lions,British & Irish Lions,1,British & Irish Lions,1,-4.27351
[CLS] Alphonso:3 Hodge:2 plays with Kansas City Chiefs . [SEP],Kansas City Chiefs,Kansas City Chiefs,1,Kansas City Chiefs,1,-1.00246
[CLS] Vic Black plays with Pittsburgh Pirates . [SEP],Pittsburgh Pirates,Pittsburgh Pirates,1,Pittsburgh Pirates,1,-2.52642
[CLS] Werner Schaaphok:4 plays with AFC Ajax . [SEP],AFC Ajax,AFC Ajax,1,AFC Ajax,1,-1.60122
[CLS] Paul Elliott plays with Charlton Athletic F . C . . [SEP],Charlton Athletic F . C .,Charlton Athletic F . C .,1,Charlton Athletic F . C .,1,-0.50657
[CLS] Alexander Domínguez plays with Liga Deportiva Universitaria:3 de Quito . [SEP],Liga Deportiva Universitaria:3 de Quito,Liga Deportiva Universitaria:3 de Quito,1,Liga Deportiva Universitaria:3 de Quito,1,-1.54796
[CLS] Jack Deloplaine:3 plays with Washington Redskins:2 . [SEP],Washington Redskins:2,Washington Redskins:2,1,Washington Redskins:2,1,-0.90282
[CLS] Manuel Sanhouse:2 plays with Club Deportivo ESPOLI:3 . [SEP],Club Deportivo ESPOLI:3,Club Deportivo ESPOLI:3,1,Club Deportivo ESPOLI:3,1,-2.82287
[CLS] Péter Czvitkovics:5 plays with Vasas:2 SC . [SEP],Vasas:2 SC,Vasas:2 SC,1,Vasas:2 SC,1,-0.99470
[CLS] Nate Bump:2 plays with Toledo Mud:2 Hens:2 . [SEP],Toledo Mud:2 Hens:2,Toledo Mud:2 Hens:2,1,Toledo Mud:2 Hens:2,1,-5.10430
[CLS] Arthur Darby:2 plays with England national rugby union team . [SEP],England national rugby union team,England national rugby union team,1,England national rugby union team,1,-0.76567
[CLS] Cody Ransom:3 plays with New York Yankees . [SEP],New York Yankees,New York Yankees,1,New York Yankees,1,-0.73667
[CLS] Tommy Bogan:2 plays with Blackburn Rovers F . C . . [SEP],Blackburn Rovers F . C .,Blackburn Rovers F . C .,1,Blackburn Rovers F . C .,1,-0.47328
[CLS] Stefan Moore plays with Queens Park Rangers F . C . . [SEP],Queens Park Rangers F . C .,Queens Park Rangers F . C .,1,Queens Park Rangers F . C .,1,-0.12017
[CLS] Kirk Dressendorfer:4 plays with Oakland Athletics . [SEP],Oakland Athletics,Oakland Athletics,1,Oakland Athletics,1,-2.52688
[CLS] Drew Haddad:2 plays with Buffalo Bills . [SEP],Buffalo Bills,Buffalo Bills,1,Buffalo Bills,1,-0.63590
[CLS] Jafal:2 Rashed:2 Al - Kuwari:2 plays with Al Sadd:2 Sports Club . [SEP],Al Sadd:2 Sports Club,Al Sadd:2 Sports Club,1,Al Sadd:2 Sports Club,1,-2.14133
[CLS] Jarrod:2 O ' Doherty plays with Huddersfield:3 Giants . [SEP],Huddersfield:3 Giants,Huddersfield:3 Giants,1,Huddersfield:3 Giants,1,-1.66150
[CLS] Esmaël:3 Gonçalves plays with Anorthosis:3 Famagusta:3 FC . [SEP],Anorthosis:3 Famagusta:3 FC,Anorthosis:3 Famagusta:3 FC,1,Anorthosis:3 Famagusta:3 FC,1,-0.73654
[CLS] Bernard Purdie:3 plays with Huddersfield:3 Town A . F . C . . [SEP],Huddersfield:3 Town A . F . C .,Huddersfield:3 Town A . F . C .,1,Huddersfield:3 Town A . F . C .,1,-0.37131
[CLS] Gerhard Strack:2 plays with Germany national football team . [SEP],Germany national football team,Germany national football team,1,Germany national football team,1,-0.68226
[CLS] Jackie Oakes:2 plays with Wolverhampton Wanderers F . C . . [SEP],Wolverhampton Wanderers F . C .,Wolverhampton Wanderers F . C .,1,Wolverhampton Wanderers F . C .,1,-0.40504
[CLS] Stevan:2 Marković:2 plays with FK Mornar:2 . [SEP],FK Mornar:2,FK Mornar:2,1,FK Mornar:2,1,-2.84697
[CLS] Willie Ormond:2 plays with Scotland national football team . [SEP],Scotland national football team,Scotland national football team,1,Scotland national football team,1,-1.17900
[CLS] Ricky Ohorella:3 plays with Semen:2 Padang F . C . . [SEP],Semen:2 Padang F . C .,Semen:2 Padang F . C .,1,Semen:2 Padang F . C .,1,-1.60114
[CLS] Jorry:2 Merahe:2 plays with Orlando Pirates F . C . . [SEP],Orlando Pirates F . C .,Orlando Pirates F . C .,1,Orlando Pirates F . C .,1,-1.16096
[CLS] Tom Hall plays with Minnesota Vikings . [SEP],Minnesota Vikings,Minnesota Vikings,1,Minnesota Vikings,1,-2.25504
[CLS] Jason Arnott:2 plays with Edmonton Oilers . [SEP],Edmonton Oilers,Edmonton Oilers,1,Edmonton Oilers,1,-2.70450
[CLS] Eric Lee plays with Edmonton Eskimos:2 . [SEP],Edmonton Eskimos:2,Edmonton Eskimos:2,1,Edmonton Eskimos:2,1,-2.04461
[CLS] Raynald:3 Denoueix:3 plays with F . C . Nantes . [SEP],F . C . Nantes,F . C . Nantes,1,F . C . Nantes,1,-1.19689
[CLS] Federico Crovari:3 plays with Calcio Padova . [SEP],Calcio Padova,Calcio Padova,1,Calcio Padova,1,-1.96221
[CLS] Nilmar:2 plays with Olympique Lyonnais:2 . [SEP],Olympique Lyonnais:2,Olympique Lyonnais:2,1,Olympique Lyonnais:2,1,-0.07673
[CLS] Dan Kennedy plays with Los Angeles Galaxy . [SEP],Los Angeles Galaxy,Los Angeles Galaxy,1,Los Angeles Galaxy,1,-1.92241
[CLS] Hugh McDonald plays with Bradford ( Park Avenue ) A . F . C . . [SEP],Bradford ( Park Avenue ) A . F . C .,Bradford ( Park Avenue ) A . F . C .,1,Bradford ( Park Avenue ) A . F . C .,1,-1.35730
[CLS] Radek:2 Šírl:3 plays with Bohemians:2 1905 . [SEP],Bohemians:2 1905,Bohemians:2 1905,1,Bohemians:2 1905,1,-2.74748
[CLS] George McGinnis:5 plays with Philadelphia 76ers:2 . [SEP],Philadelphia 76ers:2,Philadelphia 76ers:2,1,Philadelphia 76ers:2,1,-1.97159
[CLS] Jelani:2 McCoy plays with Toronto Raptors:2 . [SEP],Toronto Raptors:2,Toronto Raptors:2,1,Toronto Raptors:2,1,-1.94583
[CLS] Nick Anderson plays with Orlando Magic . [SEP],Orlando Magic,Orlando Magic,1,Orlando Magic,1,-4.60322
[CLS] Michael Potts:2 plays with Blackburn Rovers F . C . . [SEP],Blackburn Rovers F . C .,Blackburn Rovers F . C .,1,Blackburn Rovers F . C .,1,-0.42643
[CLS] Ernst Kozlicek:3 plays with S . K . Sturm Graz . [SEP],S . K . Sturm Graz,S . K . Sturm Graz,1,S . K . Sturm Graz,1,-1.22239
[CLS] Les Scarsella:3 plays with Cincinnati Reds . [SEP],Cincinnati Reds,Cincinnati Reds,1,Cincinnati Reds,1,-3.32257
[CLS] Martin Sigmund plays with FK Teplice:2 . [SEP],FK Teplice:2,FK Teplice:2,1,FK Teplice:2,1,-1.41799
[CLS] Jimmy McAlinden:5 plays with Southend:2 United F . C . . [SEP],Southend:2 United F . C .,Southend:2 United F . C .,1,Southend:2 United F . C .,1,-0.79746
[CLS] David Wyman:2 plays with Seattle Seahawks:2 . [SEP],Seattle Seahawks:2,Seattle Seahawks:2,1,Seattle Seahawks:2,1,-0.99613
[CLS] John Baxter plays with Clydebank:2 F . C . . [SEP],Clydebank:2 F . C .,Clydebank:2 F . C .,1,Clydebank:2 F . C .,1,-1.25619
[CLS] Dave Hertel:2 plays with Richmond Kickers:2 . [SEP],Richmond Kickers:2,Richmond Kickers:2,1,Richmond Kickers:2,1,-4.73486
[CLS] Elvis Merzļikins:4 plays with Hockey Club Lugano . [SEP],Hockey Club Lugano,Hockey Club Lugano,1,Hockey Club Lugano,1,-6.21944
[CLS] Quinton:2 Smith plays with Las Vegas Raiders . [SEP],Las Vegas Raiders,Las Vegas Raiders,1,Las Vegas Raiders,1,-2.18294
[CLS] Magno Alves plays with Fluminense F . C . . [SEP],Fluminense F . C .,Fluminense F . C .,1,Fluminense F . C .,1,-0.91932
[CLS] Francis Joseph plays with Fulham F . C . . [SEP],Fulham F . C .,Fulham F . C .,1,Fulham F . C .,1,-1.08335
[CLS] Pascal Matla:2 plays with New Orleans Saints . [SEP],New Orleans Saints,New Orleans Saints,1,New Orleans Saints,1,-1.17536
[CLS] Graham Bailey plays with Huddersfield:3 Town A . F . C . . [SEP],Huddersfield:3 Town A . F . C .,Huddersfield:3 Town A . F . C .,1,Huddersfield:3 Town A . F . C .,1,-0.35562
[CLS] James Turley:2 plays with Witton:2 Albion F . C . . [SEP],Witton:2 Albion F . C .,Witton:2 Albion F . C .,1,Witton:2 Albion F . C .,1,-2.39318
[CLS] John Davis plays with Worcestershire:2 County Cricket Club . [SEP],Worcestershire:2 County Cricket Club,Worcestershire:2 County Cricket Club,1,Worcestershire:2 County Cricket Club,1,-1.02715
[CLS] André Schei:2 Lindbæk:4 plays with Club Deportivo Numancia:3 . [SEP],Club Deportivo Numancia:3,Club Deportivo Numancia:3,1,Club Deportivo Numancia:3,1,-1.30976
[CLS] Edgar Field plays with Clapham:3 Rovers F . C . . [SEP],Clapham:3 Rovers F . C .,Clapham:3 Rovers F . C .,1,Clapham:3 Rovers F . C .,1,-1.15193
[CLS] Antônio Rinaldo:2 Gonçalves plays with Brazil national football team . [SEP],Brazil national football team,Brazil national football team,1,Brazil national football team,1,-0.60775
[CLS] Jason Williams plays with Orlando Magic . [SEP],Orlando Magic,Orlando Magic,1,Orlando Magic,1,-3.69991
[CLS] Jason Pearce plays with Leeds United F . C . . [SEP],Leeds United F . C .,Leeds United F . C .,1,Leeds United F . C .,1,-0.63655
[CLS] Allison Falk plays with Los Angeles Sol . [SEP],Los Angeles Sol,Los Angeles Sol,1,Los Angeles Sol,1,-4.68231
[CLS] Rasual:2 Butler plays with Miami Heat . [SEP],Miami Heat,Miami Heat,1,Miami Heat,1,-2.19414
[CLS] Pedro Munitis:3 plays with Spain national football team . [SEP],Spain national football team,Spain national football team,1,Spain national football team,1,-1.14857
[CLS] Rodney Holman:2 plays with Cincinnati Bengals:2 . [SEP],Cincinnati Bengals:2,Cincinnati Bengals:2,1,Cincinnati Bengals:2,1,-2.03515
[CLS] Marco Turati:2 plays with U . S . Ancona 1905 . [SEP],U . S . Ancona 1905,U . S . Ancona 1905,1,U . S . Ancona 1905,1,-2.91952
[CLS] Yoann:2 Bagot:2 plays with Cofidis:3 . [SEP],Cofidis:3,Cofidis:3,1,Cofidis:3,1,-4.67325
[CLS] Émile Stijnen:2 plays with R . O . C . de Charleroi - Marchienne:2 . [SEP],R . O . C . de Charleroi - Marchienne:2,R . O . C . de Charleroi - Marchienne:2,1,R . O . C . de Charleroi - Marchienne:2,1,-2.28221
[CLS] Phil Heath plays with Oxford United F . C . . [SEP],Oxford United F . C .,Oxford United F . C .,1,Oxford United F . C .,1,-0.93494
[CLS] Mervyn:2 Day plays with Leyton:2 Orient F . C . . [SEP],Leyton:2 Orient F . C .,Leyton:2 Orient F . C .,1,Leyton:2 Orient F . C .,1,-0.60315
[CLS] Bob McIntyre:4 plays with Pawtucket:4 Rangers . [SEP],Pawtucket:4 Rangers,Pawtucket:4 Rangers,1,Pawtucket:4 Rangers,1,-1.03501
[CLS] Sireli:2 Bobo:2 plays with Stade Rochelais:2 . [SEP],Stade Rochelais:2,Stade Rochelais:2,1,Stade Rochelais:2,1,-5.81862
[CLS] Jamie Mulgrew:3 plays with Northern Ireland national football team . [SEP],Northern Ireland national football team,Northern Ireland national football team,1,Northern Ireland national football team,1,-0.89464
[CLS] Alex Jones plays with Philadelphia Phillies:2 . [SEP],Philadelphia Phillies:2,Philadelphia Phillies:2,1,Philadelphia Phillies:2,1,-1.63056
[CLS] Kelvin Garmon:2 plays with Dallas Cowboys . [SEP],Dallas Cowboys,Dallas Cowboys,1,Dallas Cowboys,1,-1.57042
[CLS] Milan Chalupa:3 plays with Detroit Red Wings . [SEP],Detroit Red Wings,Detroit Red Wings,1,Detroit Red Wings,1,-1.87504
[CLS] Shingo:2 Honda plays with Avispa:2 Fukuoka . [SEP],Avispa:2 Fukuoka,Avispa:2 Fukuoka,1,Avispa:2 Fukuoka,1,-0.76577
[CLS] Roger Wolff plays with Pittsburgh Pirates . [SEP],Pittsburgh Pirates,Pittsburgh Pirates,1,Pittsburgh Pirates,1,-2.37630
[CLS] John Vanbiesbrouck:4 plays with New Jersey Devils . [SEP],New Jersey Devils,New Jersey Devils,1,New Jersey Devils,1,-0.55836
[CLS] Robbie Gibbons plays with Alki:2 Larnaca:3 F . C . . [SEP],Alki:2 Larnaca:3 F . C .,Alki:2 Larnaca:3 F . C .,1,Alki:2 Larnaca:3 F . C .,1,-2.09922
[CLS] Gordon Low plays with Stockport:2 County F . C . . [SEP],Stockport:2 County F . C .,Stockport:2 County F . C .,1,Stockport:2 County F . C .,1,-0.62251
[CLS] Tomasz Iwan plays with RBC:2 Roosendaal:4 . [SEP],RBC:2 Roosendaal:4,RBC:2 Roosendaal:4,1,RBC:2 Roosendaal:4,1,-1.06600
[CLS] Brian Holzinger:2 plays with Pittsburgh Penguins . [SEP],Pittsburgh Penguins,Pittsburgh Penguins,1,Pittsburgh Penguins,1,-0.50058
[CLS] Sean Priddle:2 plays with Brentford:2 F . C . . [SEP],Brentford:2 F . C .,Brentford:2 F . C .,1,Brentford:2 F . C .,1,-0.63825
[CLS] Nerijus:2 Barasa:2 plays with FK Atlantas:2 . [SEP],FK Atlantas:2,FK Atlantas:2,1,FK Atlantas:2,1,-8.11219
[CLS] Na Byung:2 - yul:2 plays with Persita:2 Tangerang:2 . [SEP],Persita:2 Tangerang:2,Persita:2 Tangerang:2,1,Persita:2 Tangerang:2,1,-3.71824
[CLS] Darjuš:3 Lavrinovič:5 plays with Pallacanestro:4 Reggiana:3 . [SEP],Pallacanestro:4 Reggiana:3,Pallacanestro:4 Reggiana:3,1,Pallacanestro:4 Reggiana:3,1,-0.11391
[CLS] Harry Wilcox:3 plays with Preston North End F . C . . [SEP],Preston North End F . C .,Preston North End F . C .,1,Preston North End F . C .,1,-0.07114
[CLS] Alonso Escoboza:4 plays with Club Tijuana:2 . [SEP],Club Tijuana:2,Club Tijuana:2,1,Club Tijuana:2,1,-1.09103
[CLS] Larry Izzo:2 plays with New England Patriots . [SEP],New England Patriots,New England Patriots,1,New England Patriots,1,-0.59540
[CLS] Veigar:3 Páll:2 Gunnarsson:2 plays with Iceland national football team . [SEP],Iceland national football team,Iceland national football team,1,Iceland national football team,1,-0.38719
[CLS] Darko:2 Raca:2 plays with F . K . Sarajevo . [SEP],F . K . Sarajevo,F . K . Sarajevo,1,F . K . Sarajevo,1,-3.27485
[CLS] Andy Cooke plays with Burnley:2 F . C . . [SEP],Burnley:2 F . C .,Burnley:2 F . C .,1,Burnley:2 F . C .,1,-0.67116
[CLS] Wally Quinton:2 plays with Shrewsbury Town F . C . . [SEP],Shrewsbury Town F . C .,Shrewsbury Town F . C .,1,Shrewsbury Town F . C .,1,-0.72579
[CLS] Federico Lopez plays with Team Quest . [SEP],Team Quest,Team Quest,1,Team Quest,1,-7.96441
[CLS] Goran Popov:2 plays with SC Heerenveen:3 . [SEP],SC Heerenveen:3,SC Heerenveen:3,1,SC Heerenveen:3,1,-1.15154
[CLS] Johnny Sheppard plays with New York Americans . [SEP],New York Americans,New York Americans,1,New York Americans,1,-3.38253
[CLS] Stefano Lorenzi:2 plays with A . C . ChievoVerona:5 . [SEP],A . C . ChievoVerona:5,A . C . ChievoVerona:5,1,A . C . ChievoVerona:5,1,-1.69037
[CLS] René Bolf:2 plays with Czech Republic national football team . [SEP],Czech Republic national football team,Czech Republic national football team,1,Czech Republic national football team,1,-1.22296
[CLS] Nicolas Frey plays with A . C . ChievoVerona:5 . [SEP],A . C . ChievoVerona:5,A . C . ChievoVerona:5,1,A . C . ChievoVerona:5,1,-2.12719
[CLS] Sandro Ferreira André plays with Paykan:2 F . C . . [SEP],Paykan:2 F . C .,Paykan:2 F . C .,1,Paykan:2 F . C .,1,-3.15299
[CLS] Bill Pulsipher:4 plays with New York Mets . [SEP],New York Mets,New York Mets,1,New York Mets,1,-1.50132
[CLS] Glenn Myatt:2 plays with Detroit Tigers . [SEP],Detroit Tigers,Detroit Tigers,1,Detroit Tigers,1,-3.05882
[CLS] Jim Paterson plays with Dunfermline:5 Athletic F . C . . [SEP],Dunfermline:5 Athletic F . C .,Dunfermline:5 Athletic F . C .,1,Dunfermline:5 Athletic F . C .,1,-0.32820
[CLS] Thomas Crean:2 plays with British & Irish Lions . [SEP],British & Irish Lions,British & Irish Lions,1,British & Irish Lions,1,-3.70371
[CLS] Arthur Leach plays with Collingwood:3 Football Club . [SEP],Collingwood:3 Football Club,Collingwood:3 Football Club,1,Collingwood:3 Football Club,1,-0.59822
[CLS] Uwe Harttgen:3 plays with SV Werder Bremen . [SEP],SV Werder Bremen,SV Werder Bremen,1,SV Werder Bremen,1,-0.42324
[CLS] Igor Matić:2 plays with Serbia national under - 21 football team . [SEP],Serbia national under - 21 football team,Serbia national under - 21 football team,1,Serbia national under - 21 football team,1,-0.91057
[CLS] Ermen:2 Benítez:3 plays with Ecuador national football team . [SEP],Ecuador national football team,Ecuador national football team,1,Ecuador national football team,1,-1.49661
[CLS] Tornike:2 Gorgiashvili:4 plays with FC Samtredia:3 . [SEP],FC Samtredia:3,FC Samtredia:3,1,FC Samtredia:3,1,-5.27025
[CLS] Eddie Loyden:2 plays with Blackpool F . C . . [SEP],Blackpool F . C .,Blackpool F . C .,1,Blackpool F . C .,1,-0.91433
[CLS] Dirk Hayhurst:2 plays with San Diego Padres:2 . [SEP],San Diego Padres:2,San Diego Padres:2,1,San Diego Padres:2,1,-0.56245
[CLS] Luan:2 Pinari:2 plays with Partizani:2 Tirana . [SEP],Partizani:2 Tirana,Partizani:2 Tirana,1,Partizani:2 Tirana,1,-0.39454
[CLS] Andrei Mezin:2 plays with Traktor:2 Chelyabinsk:4 . [SEP],Traktor:2 Chelyabinsk:4,Traktor:2 Chelyabinsk:4,1,Traktor:2 Chelyabinsk:4,1,-1.10848
[CLS] Rasim:2 Ramaldanov:3 plays with Sumgayit:4 PFC:2 . [SEP],Sumgayit:4 PFC:2,Sumgayit:4 PFC:2,1,Sumgayit:4 PFC:2,1,-4.77097
