sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Séamus:3 Kirk has the position of Ceann:2 Comhairle:3 . [SEP],Ceann:2 Comhairle:3,Ceann:2 Comhairle:3,1,Ceann:2 Comhairle:3,1,-0.28079
[CLS] Ling How Doong:2 has the position of Singapore Democratic Party . [SEP],Singapore Democratic Party,Singapore Democratic Party,1,Singapore Democratic Party,1,-4.52824
[CLS] Clement XIV has the position of pope:2 . [SEP],pope:2,pope:2,1,pope:2,1,-2.34076
[CLS] Tony Cunningham has the position of Department for International Development . [SEP],Department for International Development,Department for International Development,1,Department for International Development,1,-4.13975
[CLS] Oleksandr:3 Turchynov:3 has the position of Prime Minister of Ukraine . [SEP],Prime Minister of Ukraine,Prime Minister of Ukraine,1,Prime Minister of Ukraine,1,-0.69292
[CLS] Thomas Lemuel:3 James has the position of United States Postmaster:2 General . [SEP],United States Postmaster:2 General,United States Postmaster:2 General,1,United States Postmaster:2 General,1,-0.66253
[CLS] Anne Doherty has the position of superior general . [SEP],superior general,superior general,1,superior general,1,-7.76081
[CLS] Wendell:2 H . Ford has the position of Lieutenant Governor of Kentucky . [SEP],Lieutenant Governor of Kentucky,Lieutenant Governor of Kentucky,1,Lieutenant Governor of Kentucky,1,-1.09877
[CLS] Giuseppe Antonio Ermenegildo:4 Prisco:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.10045
[CLS] Antonia Parvanova:3 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-1.05591
[CLS] Archduke:3 Maximilian Francis of Austria has the position of prince - elector:2 . [SEP],prince - elector:2,prince - elector:2,1,prince - elector:2,1,-0.69967
[CLS] Alfonso Carinci:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.22046
[CLS] Robert James Carlson has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.96890
[CLS] Robert Gates has the position of United States Secretary of Defense . [SEP],United States Secretary of Defense,United States Secretary of Defense,1,United States Secretary of Defense,1,-0.75705
[CLS] Paolo Bollini:2 has the position of Captain Regent of San Marino . [SEP],Captain Regent of San Marino,Captain Regent of San Marino,1,Captain Regent of San Marino,1,-3.75912
[CLS] Jenny Shipley:2 has the position of Prime Minister of New Zealand . [SEP],Prime Minister of New Zealand,Prime Minister of New Zealand,1,Prime Minister of New Zealand,1,-0.21499
[CLS] Jean de Moulins:2 has the position of Master of the Order of Preachers:3 . [SEP],Master of the Order of Preachers:3,Master of the Order of Preachers:3,1,Master of the Order of Preachers:3,1,-0.74346
[CLS] Userkare:2 has the position of pharaoh:3 . [SEP],pharaoh:3,pharaoh:3,1,pharaoh:3,1,-0.69894
[CLS] Volodymyr:4 Sabodan:3 has the position of metropolitan bishop . [SEP],metropolitan bishop,metropolitan bishop,1,metropolitan bishop,1,-4.10894
"[CLS] Peter Mandelson:3 has the position of Secretary of State for Business , Energy and Industrial Strategy . [SEP]","Secretary of State for Business , Energy and Industrial Strategy","Secretary of State for Business , Energy and Industrial Strategy",1,"Secretary of State for Business , Energy and Industrial Strategy",1,-2.54261
[CLS] Patriarch:2 Timothy II of Constantinople has the position of Ecumenical:4 Patriarch:2 of Constantinople . [SEP],Ecumenical:4 Patriarch:2 of Constantinople,Ecumenical:4 Patriarch:2 of Constantinople,1,Ecumenical:4 Patriarch:2 of Constantinople,1,-0.04719
[CLS] Enrico Gasparri:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.19052
[CLS] Manfred Melzer:2 has the position of auxiliary:2 bishop . [SEP],auxiliary:2 bishop,auxiliary:2 bishop,1,auxiliary:2 bishop,1,-1.72731
[CLS] Regina Benjamin has the position of Surgeon:2 General of the United States . [SEP],Surgeon:2 General of the United States,Surgeon:2 General of the United States,1,Surgeon:2 General of the United States,1,-0.26719
[CLS] Frederick William has the position of prince - elector:2 . [SEP],prince - elector:2,prince - elector:2,1,prince - elector:2,1,-1.04316
[CLS] Jan Zamoyski:4 has the position of Chancellor of Poland . [SEP],Chancellor of Poland,Chancellor of Poland,1,Chancellor of Poland,1,-1.51207
[CLS] Gianni De Michelis:2 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-0.87350
[CLS] Hürrem:3 Sultan has the position of Haseki:2 sultan . [SEP],Haseki:2 sultan,Haseki:2 sultan,1,Haseki:2 sultan,1,-4.14640
[CLS] Marissa:2 Mayer has the position of product manager . [SEP],product manager,product manager,1,product manager,1,-6.03894
[CLS] William S . Clark has the position of Foreign government advisor in Meiji Japan . [SEP],Foreign government advisor in Meiji Japan,Foreign government advisor in Meiji Japan,1,Foreign government advisor in Meiji Japan,1,-5.07776
[CLS] William Livingston has the position of Governor of New Jersey . [SEP],Governor of New Jersey,Governor of New Jersey,1,Governor of New Jersey,1,-0.59662
[CLS] Pedro Folc:2 de Cardona:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.07829
[CLS] Donald Rumsfeld:2 has the position of United States Secretary of Defense . [SEP],United States Secretary of Defense,United States Secretary of Defense,1,United States Secretary of Defense,1,-0.70835
[CLS] Louis R . Chênevert:3 has the position of chief executive officer . [SEP],chief executive officer,chief executive officer,1,chief executive officer,1,-0.47751
[CLS] Shinzō:3 Abe has the position of Prime Minister of Japan . [SEP],Prime Minister of Japan,Prime Minister of Japan,1,Prime Minister of Japan,1,-0.09645
[CLS] Gaius Julius Bassus:2 has the position of Roman consul . [SEP],Roman consul,Roman consul,1,Roman consul,1,-4.55284
[CLS] Gaius Junius:2 Tiberianus:3 has the position of Roman consul . [SEP],Roman consul,Roman consul,1,Roman consul,1,-4.70262
[CLS] Alexander VI has the position of pope:2 . [SEP],pope:2,pope:2,1,pope:2,1,-2.01543
[CLS] Publius Licinius:3 Crassus:3 Dives:2 has the position of Roman censor:2 . [SEP],Roman censor:2,Roman censor:2,1,Roman censor:2,1,-2.35622
[CLS] Oliver Ames has the position of Governor of Massachusetts . [SEP],Governor of Massachusetts,Governor of Massachusetts,1,Governor of Massachusetts,1,-2.26050
[CLS] Constabilis:3 has the position of abbot:2 . [SEP],abbot:2,abbot:2,1,abbot:2,1,-2.11397
[CLS] Lon:2 Nol:2 has the position of defence minister . [SEP],defence minister,defence minister,1,defence minister,1,-5.47187
[CLS] Publius Metilius:3 Nepos:2 has the position of Roman consul . [SEP],Roman consul,Roman consul,1,Roman consul,1,-4.61869
[CLS] Guy III of Spoleto:3 has the position of Holy Roman Emperor . [SEP],Holy Roman Emperor,Holy Roman Emperor,1,Holy Roman Emperor,1,-0.16140
[CLS] Morarji:3 Desai:2 has the position of Prime Minister of India . [SEP],Prime Minister of India,Prime Minister of India,1,Prime Minister of India,1,-0.46831
[CLS] Thomas Kean:2 has the position of Governor of New Jersey . [SEP],Governor of New Jersey,Governor of New Jersey,1,Governor of New Jersey,1,-0.62103
[CLS] Bernhard von Bülow:3 has the position of Chancellor of Germany . [SEP],Chancellor of Germany,Chancellor of Germany,1,Chancellor of Germany,1,-1.03311
[CLS] David Gompert:3 has the position of Director of National Intelligence . [SEP],Director of National Intelligence,Director of National Intelligence,1,Director of National Intelligence,1,-2.40800
[CLS] John Purroy:3 Mitchel:2 has the position of Mayor of New York City . [SEP],Mayor of New York City,Mayor of New York City,1,Mayor of New York City,1,-0.11591
[CLS] Pierre - Flavien:3 Turgeon:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.76654
[CLS] Theodore Fitz:2 Randolph has the position of Governor of New Jersey . [SEP],Governor of New Jersey,Governor of New Jersey,1,Governor of New Jersey,1,-0.72710
[CLS] John J . Keane has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-1.01916
[CLS] Michael Hayes has the position of Ceann:2 Comhairle:3 . [SEP],Ceann:2 Comhairle:3,Ceann:2 Comhairle:3,1,Ceann:2 Comhairle:3,1,-0.42321
[CLS] Charles Edison has the position of Governor of New Jersey . [SEP],Governor of New Jersey,Governor of New Jersey,1,Governor of New Jersey,1,-0.50420
[CLS] John Bukovsky:3 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.56710
[CLS] Urban VI has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.09757
[CLS] Jules Grévy:3 has the position of president of the French Republic . [SEP],president of the French Republic,president of the French Republic,1,president of the French Republic,1,-1.04602
[CLS] Zawisza:3 Kurozwęcki:4 has the position of Chancellor of Poland . [SEP],Chancellor of Poland,Chancellor of Poland,1,Chancellor of Poland,1,-2.12483
[CLS] Adriana Poli:2 Bortone:3 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-0.88532
[CLS] Léon - Benoît - Charles Thomas has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.10582
[CLS] Albert Daeger:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.27022
[CLS] Pietro II Orseolo:3 has the position of Doge:2 of Venice . [SEP],Doge:2 of Venice,Doge:2 of Venice,1,Doge:2 of Venice,1,-0.98578
[CLS] John William Ashe:2 has the position of President of the United Nations General Assembly . [SEP],President of the United Nations General Assembly,President of the United Nations General Assembly,1,President of the United Nations General Assembly,1,-0.67817
[CLS] Joseph Stalin has the position of General Secretary of the Communist Party of the Soviet Union . [SEP],General Secretary of the Communist Party of the Soviet Union,General Secretary of the Communist Party of the Soviet Union,1,General Secretary of the Communist Party of the Soviet Union,1,-0.29779
[CLS] Paul White has the position of vicar:2 . [SEP],vicar:2,vicar:2,1,vicar:2,1,-3.39308
[CLS] Gamal:2 Abdel Nasser has the position of President of Egypt . [SEP],President of Egypt,President of Egypt,1,President of Egypt,1,-0.75993
[CLS] Ralph Klein has the position of Premier of Alberta . [SEP],Premier of Alberta,Premier of Alberta,1,Premier of Alberta,1,-3.20721
[CLS] Francisco de la Cuesta:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.11093
[CLS] Aoki:2 Kazuoki:3 has the position of daimyo:3 . [SEP],daimyo:3,daimyo:3,1,daimyo:3,1,-1.05031
[CLS] Attala:2 has the position of abbot:2 . [SEP],abbot:2,abbot:2,1,abbot:2,1,-2.43099
[CLS] William Flamville:3 has the position of High Sheriff of Leicestershire:2 . [SEP],High Sheriff of Leicestershire:2,High Sheriff of Leicestershire:2,1,High Sheriff of Leicestershire:2,1,-0.85559
[CLS] Benedict XIV has the position of pope:2 . [SEP],pope:2,pope:2,1,pope:2,1,-2.48020
[CLS] Date Narimune:3 has the position of daimyo:3 . [SEP],daimyo:3,daimyo:3,1,daimyo:3,1,-1.74601
[CLS] Sally Jewell:2 has the position of chief executive officer . [SEP],chief executive officer,chief executive officer,1,chief executive officer,1,-0.97367
[CLS] John Davis Long has the position of Governor of Massachusetts . [SEP],Governor of Massachusetts,Governor of Massachusetts,1,Governor of Massachusetts,1,-1.74540
[CLS] Gaius Asinius:2 Pollio:2 has the position of Roman consul . [SEP],Roman consul,Roman consul,1,Roman consul,1,-5.19325
[CLS] Quintus Fabius:2 Maximus has the position of aedile:3 . [SEP],aedile:3,aedile:3,1,aedile:3,1,-3.70987
[CLS] John IX has the position of pope:2 . [SEP],pope:2,pope:2,1,pope:2,1,-1.63262
[CLS] Takeda:2 Nobutora:3 has the position of daimyo:3 . [SEP],daimyo:3,daimyo:3,1,daimyo:3,1,-1.22304
[CLS] John le Romeyn:2 has the position of Archbishop of York . [SEP],Archbishop of York,Archbishop of York,1,Archbishop of York,1,-1.82615
[CLS] Catherine Grèze:3 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-0.77231
[CLS] Ignatius Peter VIII Abdalahad:3 has the position of patriarch:2 . [SEP],patriarch:2,patriarch:2,1,patriarch:2,1,-0.37437
"[CLS] Arthur MacArthur , Jr . has the position of Governor - General of the Philippines . [SEP]",Governor - General of the Philippines,Governor - General of the Philippines,1,Governor - General of the Philippines,1,-0.79744
[CLS] Wong Kan Seng:2 has the position of Deputy Prime Minister of Singapore . [SEP],Deputy Prime Minister of Singapore,Deputy Prime Minister of Singapore,1,Deputy Prime Minister of Singapore,1,-1.22351
[CLS] Liz Lynne has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-1.43463
[CLS] William de Corbeil:3 has the position of Archbishop of Canterbury . [SEP],Archbishop of Canterbury,Archbishop of Canterbury,1,Archbishop of Canterbury,1,-0.83679
[CLS] Reginald Maudling:2 has the position of Secretary of State for the Colonies:2 . [SEP],Secretary of State for the Colonies:2,Secretary of State for the Colonies:2,1,Secretary of State for the Colonies:2,1,-0.42578
[CLS] Nathan Rees has the position of Premier of New South Wales . [SEP],Premier of New South Wales,Premier of New South Wales,1,Premier of New South Wales,1,-0.37404
[CLS] Anastasius:3 has the position of metropolitan bishop . [SEP],metropolitan bishop,metropolitan bishop,1,metropolitan bishop,1,-2.13965
[CLS] Cedd:2 has the position of abbot:2 . [SEP],abbot:2,abbot:2,1,abbot:2,1,-1.32207
[CLS] Alec Fong:2 Lim has the position of Lord Mayor . [SEP],Lord Mayor,Lord Mayor,1,Lord Mayor,1,-4.03611
[CLS] Federico Visconti has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.06724
"[CLS] Theodosius:3 , Metropolitan of Moscow has the position of metropolitan bishop . [SEP]",metropolitan bishop,metropolitan bishop,1,metropolitan bishop,1,-1.73574
[CLS] Carlos P . Garcia has the position of President of the Philippines . [SEP],President of the Philippines,President of the Philippines,1,President of the Philippines,1,-1.98567
[CLS] Augustin Dontenwill:4 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.14003
[CLS] William D . Mitchell has the position of United States Attorney General . [SEP],United States Attorney General,United States Attorney General,1,United States Attorney General,1,-0.32328
[CLS] James Iredell:3 has the position of Governor of North Carolina . [SEP],Governor of North Carolina,Governor of North Carolina,1,Governor of North Carolina,1,-0.79671
[CLS] Richard Howell has the position of Governor of New Jersey . [SEP],Governor of New Jersey,Governor of New Jersey,1,Governor of New Jersey,1,-0.53481
[CLS] Owen Roberts has the position of Associate Justice of the Supreme Court of the United States . [SEP],Associate Justice of the Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,1,Associate Justice of the Supreme Court of the United States,1,-0.20460
[CLS] Gregorio Maria Aguirre y Garcia has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.14173
[CLS] Barrie:2 Unsworth:2 has the position of Premier of New South Wales . [SEP],Premier of New South Wales,Premier of New South Wales,1,Premier of New South Wales,1,-0.42525
[CLS] Idris Shah I of Perak has the position of Sultan of Perak . [SEP],Sultan of Perak,Sultan of Perak,1,Sultan of Perak,1,-0.54341
[CLS] Pope Agrippinus:3 of Alexandria has the position of Pope of the Coptic:2 Orthodox Church of Alexandria . [SEP],Pope of the Coptic:2 Orthodox Church of Alexandria,Pope of the Coptic:2 Orthodox Church of Alexandria,1,Pope of the Coptic:2 Orthodox Church of Alexandria,1,-0.73201
[CLS] Ramesses:3 XI has the position of pharaoh:3 . [SEP],pharaoh:3,pharaoh:3,1,pharaoh:3,1,-0.68922
[CLS] François Norbert Blanchet:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.28553
[CLS] Vladimir has the position of metropolitan bishop . [SEP],metropolitan bishop,metropolitan bishop,1,metropolitan bishop,1,-5.71677
[CLS] François - Xavier - Marc - Antoine de Montesquiou:3 - Fézensac:5 has the position of abbot:2 . [SEP],abbot:2,abbot:2,1,abbot:2,1,-0.53531
[CLS] Nick Coleman has the position of Minnesota Senate . [SEP],Minnesota Senate,Minnesota Senate,1,Minnesota Senate,1,-7.77837
[CLS] Ottaviano:3 dei Conti di Segni:2 has the position of Camerlengo:3 of the Holy Roman Church . [SEP],Camerlengo:3 of the Holy Roman Church,Camerlengo:3 of the Holy Roman Church,1,Camerlengo:3 of the Holy Roman Church,1,-0.58825
[CLS] Odo:2 of Deuil:2 has the position of abbot:2 . [SEP],abbot:2,abbot:2,1,abbot:2,1,-0.59996
[CLS] Pauline Marois:2 has the position of Premier of Quebec . [SEP],Premier of Quebec,Premier of Quebec,1,Premier of Quebec,1,-3.19356
[CLS] Louis of Meissen:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.11981
[CLS] Bernard Charlès:3 has the position of chief executive officer . [SEP],chief executive officer,chief executive officer,1,chief executive officer,1,-0.71603
[CLS] Matsudaira:3 Yoritoshi:3 has the position of daimyo:3 . [SEP],daimyo:3,daimyo:3,1,daimyo:3,1,-0.55330
[CLS] John G . Sargent:2 has the position of United States Attorney General . [SEP],United States Attorney General,United States Attorney General,1,United States Attorney General,1,-0.34283
[CLS] Nora Radcliffe has the position of Member of the Scottish Parliament . [SEP],Member of the Scottish Parliament,Member of the Scottish Parliament,1,Member of the Scottish Parliament,1,-1.04754
[CLS] Caesar Rodney has the position of Continental Congress . [SEP],Continental Congress,Continental Congress,1,Continental Congress,1,-5.76548
[CLS] Willi Piecyk:3 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-0.87004
[CLS] Thomas Mackenzie has the position of Prime Minister of New Zealand . [SEP],Prime Minister of New Zealand,Prime Minister of New Zealand,1,Prime Minister of New Zealand,1,-0.16871
"[CLS] Richard Bethell:2 , 1st Baron Westbury:2 has the position of Lord Chancellor . [SEP]",Lord Chancellor,Lord Chancellor,1,Lord Chancellor,1,-1.74819
[CLS] Gustavus:2 Swan has the position of Supreme Court of Ohio . [SEP],Supreme Court of Ohio,Supreme Court of Ohio,1,Supreme Court of Ohio,1,-2.91526
[CLS] Peter Jan Beckx:2 has the position of Superior General of the Society of Jesus . [SEP],Superior General of the Society of Jesus,Superior General of the Society of Jesus,1,Superior General of the Society of Jesus,1,-2.46208
[CLS] Konstanty:4 Jacek Lubomirski:4 has the position of Starosta:2 . [SEP],Starosta:2,Starosta:2,1,Starosta:2,1,-5.30505
[CLS] Patriarch:2 Athenagoras:3 I of Constantinople has the position of Ecumenical:4 Patriarch:2 of Constantinople . [SEP],Ecumenical:4 Patriarch:2 of Constantinople,Ecumenical:4 Patriarch:2 of Constantinople,1,Ecumenical:4 Patriarch:2 of Constantinople,1,-0.04366
[CLS] Wasim:2 Sajjad:3 has the position of President of Pakistan . [SEP],President of Pakistan,President of Pakistan,1,President of Pakistan,1,-1.63548
[CLS] Bernardito:2 Auza:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.38912
[CLS] Giovanni Spadolini:3 has the position of Prime Minister of Italy . [SEP],Prime Minister of Italy,Prime Minister of Italy,1,Prime Minister of Italy,1,-0.15067
[CLS] Ansperto:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.48943
[CLS] Brendan Halligan:2 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-1.30229
[CLS] Quintus Caecilius:3 Metellus:2 Macedonicus:4 has the position of praetor:2 . [SEP],praetor:2,praetor:2,1,praetor:2,1,-0.02373
[CLS] Adam Bielan:3 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-1.02567
[CLS] Quintus Minucius:3 Thermus:3 has the position of aedile:3 . [SEP],aedile:3,aedile:3,1,aedile:3,1,-3.58442
[CLS] M . E . Grant Duff has the position of Privy:2 Council of the United Kingdom . [SEP],Privy:2 Council of the United Kingdom,Privy:2 Council of the United Kingdom,1,Privy:2 Council of the United Kingdom,1,-0.72550
[CLS] Francis Spellman:3 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.80722
[CLS] Timothy Tong has the position of ICAC:2 Commissioner . [SEP],ICAC:2 Commissioner,ICAC:2 Commissioner,1,ICAC:2 Commissioner,1,-8.18877
[CLS] Susana Mendoza has the position of City Clerk of Chicago . [SEP],City Clerk of Chicago,City Clerk of Chicago,1,City Clerk of Chicago,1,-4.40472
[CLS] Loris:2 Francesco Capovilla:2 has the position of archbishop:3 . [SEP],archbishop:3,archbishop:3,1,archbishop:3,1,-0.14470
[CLS] Shahrukh:3 of Shirvan:3 has the position of Shirvanshah:4 . [SEP],Shirvanshah:4,Shirvanshah:4,1,Shirvanshah:4,1,-0.14759
[CLS] Channing:2 H . Cox has the position of Governor of Massachusetts . [SEP],Governor of Massachusetts,Governor of Massachusetts,1,Governor of Massachusetts,1,-2.03955
[CLS] Walter James has the position of Premier of Western Australia . [SEP],Premier of Western Australia,Premier of Western Australia,1,Premier of Western Australia,1,-1.62716
[CLS] Séamus:3 Pattison:2 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-1.38522
[CLS] Pedro Guerreiro:2 has the position of member of the European Parliament . [SEP],member of the European Parliament,member of the European Parliament,1,member of the European Parliament,1,-1.12218
"[CLS] George Hastings , 4th Earl of Huntingdon:2 has the position of High Sheriff of Leicestershire:2 . [SEP]",High Sheriff of Leicestershire:2,High Sheriff of Leicestershire:2,1,High Sheriff of Leicestershire:2,1,-0.69772
[CLS] Barbara Greene has the position of North York . [SEP],North York,North York,1,North York,1,-7.90650
