sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Enrico Gasparri:2 has the position of [MASK] [MASK] . [SEP],parish priest,archbishop:3,0,archbishop:3,0,-0.45641
[CLS] Manfred Melzer:2 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,auxiliary:2 bishop,0,auxiliary:2 bishop,0,-0.44317
[CLS] Regina Benjamin has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Surgeon:2 General of the United States,0,Surgeon:2 General of the United States,0,-0.74326
[CLS] Frederick William has the position of [MASK] [MASK] [MASK] . [SEP],Prince of Wales,prince - elector:2,0,prince - elector:2,0,-0.57074
[CLS] Jan Zamoyski:4 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Chancellor of Poland,0,Chancellor of Poland,0,-0.71910
[CLS] Gianni De Michelis:2 has the position of [MASK] [MASK] . [SEP],. .,member of the European Parliament,0,member of the European Parliament,0,-0.92985
[CLS] Hürrem:3 Sultan has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Hürrem:3 Sultan,Haseki:2 sultan,0,Haseki:2 sultan,0,-0.63707
[CLS] Marissa:2 Mayer has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,product manager,0,product manager,0,-0.76947
[CLS] William S . Clark has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,Foreign government advisor in Meiji Japan,0,Foreign government advisor in Meiji Japan,0,-0.45810
[CLS] William Livingston has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,Governor of New Jersey,0,Governor of New Jersey,0,-0.64810
[CLS] Pedro Folc:2 de Cardona:2 has the position of [MASK] [MASK] . [SEP],Bishop Bishop,archbishop:3,0,archbishop:3,0,-1.04147
[CLS] Donald Rumsfeld:2 has the position of [MASK] [MASK] [MASK] . [SEP],U . S,United States Secretary of Defense,0,United States Secretary of Defense,0,-0.07423
[CLS] Louis R . Chênevert:3 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,chief executive officer,0,chief executive officer,0,-0.49385
[CLS] Shinzō:3 Abe has the position of [MASK] [MASK] . [SEP],Prime Minister,Prime Minister of Japan,0,Prime Minister of Japan,0,-0.15661
[CLS] Gaius Julius Bassus:2 has the position of [MASK] [MASK] . [SEP],prefect:2,Roman consul,0,Roman consul,0,-1.08380
[CLS] Gaius Junius:2 Tiberianus:3 has the position of [MASK] [MASK] [MASK] . [SEP],the Roman Roman,Roman consul,0,Roman consul,0,-1.16367
[CLS] Alexander VI has the position of [MASK] [MASK] [MASK] . [SEP],Prince of Wales,pope:2,0,pope:2,0,-0.72055
[CLS] Publius Licinius:3 Crassus:3 Dives:2 has the position of [MASK] [MASK] . [SEP],the commander,Roman censor:2,0,Roman censor:2,0,-1.24962
[CLS] Oliver Ames has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Governor of Massachusetts,0,Governor of Massachusetts,0,-0.50685
[CLS] Constabilis:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,abbot:2,0,abbot:2,0,-0.85854
[CLS] Lon:2 Nol:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Lon:2 Nol:2,defence minister,0,defence minister,0,-0.83279
[CLS] Publius Metilius:3 Nepos:2 has the position of [MASK] [MASK] . [SEP],prefect:2,Roman consul,0,Roman consul,0,-0.96998
[CLS] Guy III of Spoleto:3 has the position of [MASK] [MASK] [MASK] . [SEP],Spoleto:3,Holy Roman Emperor,0,Holy Roman Emperor,0,-0.14287
[CLS] Morarji:3 Desai:2 has the position of [MASK] [MASK] [MASK] . [SEP],B . B,Prime Minister of India,0,Prime Minister of India,0,-0.71816
[CLS] Thomas Kean:2 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Governor of New Jersey,0,Governor of New Jersey,0,-0.43933
[CLS] Bernhard von Bülow:3 has the position of [MASK] [MASK] . [SEP],Major General,Chancellor of Germany,0,Chancellor of Germany,0,-0.56224
[CLS] David Gompert:3 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Director of National Intelligence,0,Director of National Intelligence,0,-0.30507
[CLS] John Purroy:3 Mitchel:2 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,Mayor of New York City,0,Mayor of New York City,0,-0.50619
[CLS] Pierre - Flavien:3 Turgeon:2 has the position of [MASK] [MASK] [MASK] . [SEP],P . P,archbishop:3,0,archbishop:3,0,-0.86100
[CLS] Theodore Fitz:2 Randolph has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,Governor of New Jersey,0,Governor of New Jersey,0,-0.51502
[CLS] John J . Keane has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,archbishop:3,0,archbishop:3,0,-0.57364
[CLS] Michael Hayes has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Ceann:2 Comhairle:3,0,Ceann:2 Comhairle:3,0,-0.82416
[CLS] Charles Edison has the position of [MASK] [MASK] . [SEP],Charles Edison,Governor of New Jersey,0,Governor of New Jersey,0,-0.14428
[CLS] John Bukovsky:3 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,archbishop:3,0,archbishop:3,0,-0.82737
[CLS] Urban VI has the position of [MASK] [MASK] [MASK] . [SEP],Holy Holy Roman,archbishop:3,0,archbishop:3,0,-0.82842
[CLS] Jules Grévy:3 has the position of [MASK] [MASK] [MASK] . [SEP],G . G,president of the French Republic,0,president of the French Republic,0,-0.88823
[CLS] Zawisza:3 Kurozwęcki:4 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Chancellor of Poland,0,Chancellor of Poland,0,-0.62324
[CLS] Adriana Poli:2 Bortone:3 has the position of [MASK] [MASK] . [SEP],. .,member of the European Parliament,0,member of the European Parliament,0,-0.78934
[CLS] Léon - Benoît - Charles Thomas has the position of [MASK] [MASK] [MASK] . [SEP],the parish priest,archbishop:3,0,archbishop:3,0,-0.45473
[CLS] Albert Daeger:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,archbishop:3,0,archbishop:3,0,-0.87653
[CLS] Pietro II Orseolo:3 has the position of [MASK] [MASK] [MASK] . [SEP],Orseolo:3,Doge:2 of Venice,0,Doge:2 of Venice,0,-0.07041
[CLS] John William Ashe:2 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,President of the United Nations General Assembly,0,President of the United Nations General Assembly,0,-0.62027
[CLS] Joseph Stalin has the position of [MASK] [MASK] [MASK] . [SEP],the Soviet Union,General Secretary of the Communist Party of the Soviet Union,0,General Secretary of the Communist Party of the Soviet Union,0,-0.77245
[CLS] Paul White has the position of [MASK] [MASK] [MASK] . [SEP],S . S,vicar:2,0,vicar:2,0,-0.71068
[CLS] Gamal:2 Abdel Nasser has the position of [MASK] [MASK] . [SEP],Prime Minister,President of Egypt,0,President of Egypt,0,-0.11770
[CLS] Ralph Klein has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Premier of Alberta,0,Premier of Alberta,0,-0.51871
[CLS] Francisco de la Cuesta:2 has the position of [MASK] [MASK] . [SEP],parish priest,archbishop:3,0,archbishop:3,0,-0.46811
[CLS] Aoki:2 Kazuoki:3 has the position of [MASK] [MASK] . [SEP],Aoki:2,daimyo:3,0,daimyo:3,0,-1.04802
[CLS] Attala:2 has the position of [MASK] [MASK] . [SEP],Attala:2,abbot:2,0,abbot:2,0,-0.25947
[CLS] William Flamville:3 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,High Sheriff of Leicestershire:2,0,High Sheriff of Leicestershire:2,0,-0.61820
[CLS] Benedict XIV has the position of [MASK] [MASK] . [SEP],Holy Holy,pope:2,0,pope:2,0,-0.46906
[CLS] Date Narimune:3 has the position of [MASK] [MASK] [MASK] . [SEP],e . d,daimyo:3,0,daimyo:3,0,-0.87866
[CLS] Sally Jewell:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,chief executive officer,0,chief executive officer,0,-0.73020
[CLS] John Davis Long has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Governor of Massachusetts,0,Governor of Massachusetts,0,-0.39595
[CLS] Gaius Asinius:2 Pollio:2 has the position of [MASK] [MASK] . [SEP],Pollio:2,Roman consul,0,Roman consul,0,-0.13308
[CLS] Quintus Fabius:2 Maximus has the position of [MASK] [MASK] . [SEP],prefect:2,aedile:3,0,aedile:3,0,-1.17720
[CLS] John IX has the position of [MASK] [MASK] [MASK] . [SEP],Holy Holy Holy,pope:2,0,pope:2,0,-0.13954
[CLS] Takeda:2 Nobutora:3 has the position of [MASK] [MASK] [MASK] . [SEP],no no no,daimyo:3,0,daimyo:3,0,-1.31199
[CLS] John le Romeyn:2 has the position of [MASK] [MASK] . [SEP],parish priest,Archbishop of York,0,Archbishop of York,0,-0.70834
[CLS] Catherine Grèze:3 has the position of [MASK] [MASK] [MASK] . [SEP],worker worker worker,member of the European Parliament,0,member of the European Parliament,0,-0.49169
[CLS] Ignatius Peter VIII Abdalahad:3 has the position of [MASK] [MASK] [MASK] . [SEP],Holy Holy Holy,patriarch:2,0,patriarch:2,0,-0.31806
"[CLS] Arthur MacArthur , Jr . has the position of [MASK] [MASK] [MASK] . [SEP]",Secretary of State,Governor - General of the Philippines,0,Governor - General of the Philippines,0,-0.47824
[CLS] Wong Kan Seng:2 has the position of [MASK] [MASK] [MASK] . [SEP],K . K,Deputy Prime Minister of Singapore,0,Deputy Prime Minister of Singapore,0,-0.86300
[CLS] Liz Lynne has the position of [MASK] [MASK] [MASK] . [SEP],B . D,member of the European Parliament,0,member of the European Parliament,0,-0.88611
[CLS] William de Corbeil:3 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],de Corbeil:3,Archbishop of Canterbury,0,Archbishop of Canterbury,0,-0.35388
[CLS] Reginald Maudling:2 has the position of [MASK] [MASK] [MASK] . [SEP],D . D,Secretary of State for the Colonies:2,0,Secretary of State for the Colonies:2,0,-0.55001
[CLS] Nathan Rees has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Premier of New South Wales,0,Premier of New South Wales,0,-0.44855
[CLS] Anastasius:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,metropolitan bishop,0,metropolitan bishop,0,-1.06181
[CLS] Cedd:2 has the position of [MASK] [MASK] . [SEP],Cedd:2,abbot:2,0,abbot:2,0,-0.61099
[CLS] Alec Fong:2 Lim has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],C . C .,Lord Mayor,0,Lord Mayor,0,-1.26816
[CLS] Federico Visconti has the position of [MASK] [MASK] [MASK] . [SEP],Duke of Visconti,archbishop:3,0,archbishop:3,0,-0.90375
"[CLS] Theodosius:3 , Metropolitan of Moscow has the position of [MASK] [MASK] [MASK] . [SEP]",Metropolitan of Moscow,metropolitan bishop,0,metropolitan bishop,0,-0.14037
[CLS] Carlos P . Garcia has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,President of the Philippines,0,President of the Philippines,0,-0.60245
[CLS] Augustin Dontenwill:4 has the position of [MASK] [MASK] . [SEP],parish priest,archbishop:3,0,archbishop:3,0,-0.44385
[CLS] William D . Mitchell has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,United States Attorney General,0,United States Attorney General,0,-0.52234
[CLS] James Iredell:3 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,Governor of North Carolina,0,Governor of North Carolina,0,-0.51841
[CLS] Richard Howell has the position of [MASK] [MASK] [MASK] . [SEP],D . D,Governor of New Jersey,0,Governor of New Jersey,0,-0.79666
[CLS] Owen Roberts has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,Associate Justice of the Supreme Court of the United States,0,Associate Justice of the Supreme Court of the United States,0,-0.64182
[CLS] Gregorio Maria Aguirre y Garcia has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,archbishop:3,0,archbishop:3,0,-0.75380
[CLS] Barrie:2 Unsworth:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Barrie:2 Unsworth:2,Premier of New South Wales,0,Premier of New South Wales,0,-0.57804
[CLS] Idris Shah I of Perak has the position of [MASK] [MASK] [MASK] . [SEP],Sultan of Perak,Sultan of Perak,1,Sultan of Perak,1,-0.64805
[CLS] Pope Agrippinus:3 of Alexandria has the position of [MASK] [MASK] [MASK] . [SEP],Pope of Alexandria,Pope of the Coptic:2 Orthodox Church of Alexandria,0,Pope of the Coptic:2 Orthodox Church of Alexandria,0,-0.59718
[CLS] Ramesses:3 XI has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ramesses:3 XI,pharaoh:3,0,pharaoh:3,0,-0.43611
[CLS] François Norbert Blanchet:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,archbishop:3,0,archbishop:3,0,-0.79998
[CLS] Vladimir has the position of [MASK] [MASK] [MASK] . [SEP],Prince Prince Prince,metropolitan bishop,0,metropolitan bishop,0,-0.96285
[CLS] François - Xavier - Marc - Antoine de Montesquiou:3 - Fézensac:5 has the position of [MASK] [MASK] . [SEP],Bishop Bishop,abbot:2,0,abbot:2,0,-0.52405
[CLS] Nick Coleman has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Minnesota Senate,0,Minnesota Senate,0,-0.45511
[CLS] Ottaviano:3 dei Conti di Segni:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Conti of Segni:2,Camerlengo:3 of the Holy Roman Church,0,Camerlengo:3 of the Holy Roman Church,0,-0.25055
[CLS] Odo:2 of Deuil:2 has the position of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Odo:2 of Deuil:2,abbot:2,0,abbot:2,0,-0.35843
[CLS] Pauline Marois:2 has the position of [MASK] [MASK] . [SEP],nurse nurse,Premier of Quebec,0,Premier of Quebec,0,-0.84889
[CLS] Louis of Meissen:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Count of Meissen:2,archbishop:3,0,archbishop:3,0,-0.91174
[CLS] Bernard Charlès:3 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,chief executive officer,0,chief executive officer,0,-0.87014
[CLS] Matsudaira:3 Yoritoshi:3 has the position of [MASK] [MASK] [MASK] . [SEP],no no no,daimyo:3,0,daimyo:3,0,-1.17400
[CLS] John G . Sargent:2 has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,United States Attorney General,0,United States Attorney General,0,-0.39555
[CLS] Nora Radcliffe has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Member of the Scottish Parliament,0,Member of the Scottish Parliament,0,-0.38273
[CLS] Caesar Rodney has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],C . C .,Continental Congress,0,Continental Congress,0,-1.01658
[CLS] Willi Piecyk:3 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,member of the European Parliament,0,member of the European Parliament,0,-0.60108
[CLS] Thomas Mackenzie has the position of [MASK] [MASK] . [SEP],Thomas Mackenzie,Prime Minister of New Zealand,0,Prime Minister of New Zealand,0,-0.15767
"[CLS] Richard Bethell:2 , 1st Baron Westbury:2 has the position of [MASK] [MASK] . [SEP]",Sheriff Sheriff,Lord Chancellor,0,Lord Chancellor,0,-0.67634
[CLS] Gustavus:2 Swan has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Supreme Court of Ohio,0,Supreme Court of Ohio,0,-0.86971
[CLS] Peter Jan Beckx:2 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,Superior General of the Society of Jesus,0,Superior General of the Society of Jesus,0,-0.49412
[CLS] Konstanty:4 Jacek Lubomirski:4 has the position of [MASK] [MASK] [MASK] . [SEP],Minister of State,Starosta:2,0,Starosta:2,0,-0.98006
[CLS] Patriarch:2 Athenagoras:3 I of Constantinople has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Patriarch:2 of Constantinople,Ecumenical:4 Patriarch:2 of Constantinople,0,Ecumenical:4 Patriarch:2 of Constantinople,0,-0.24265
[CLS] Wasim:2 Sajjad:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,President of Pakistan,0,President of Pakistan,0,-0.85981
[CLS] Bernardito:2 Auza:2 has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,archbishop:3,0,archbishop:3,0,-0.84435
[CLS] Giovanni Spadolini:3 has the position of [MASK] [MASK] . [SEP],parish priest,Prime Minister of Italy,0,Prime Minister of Italy,0,-0.55401
[CLS] Ansperto:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,archbishop:3,0,archbishop:3,0,-0.86998
[CLS] Brendan Halligan:2 has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,member of the European Parliament,0,member of the European Parliament,0,-0.23656
[CLS] Quintus Caecilius:3 Metellus:2 Macedonicus:4 has the position of [MASK] [MASK] . [SEP],the commander,praetor:2,0,praetor:2,0,-1.14126
[CLS] Adam Bielan:3 has the position of [MASK] [MASK] [MASK] . [SEP],D . D,member of the European Parliament,0,member of the European Parliament,0,-0.87529
[CLS] Quintus Minucius:3 Thermus:3 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],the Thermus:3,aedile:3,0,aedile:3,0,-0.87643
[CLS] M . E . Grant Duff has the position of [MASK] [MASK] [MASK] . [SEP],M . E,Privy:2 Council of the United Kingdom,0,Privy:2 Council of the United Kingdom,0,-0.21035
[CLS] Francis Spellman:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,archbishop:3,0,archbishop:3,0,-0.71408
[CLS] Timothy Tong has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,ICAC:2 Commissioner,0,ICAC:2 Commissioner,0,-0.75085
[CLS] Susana Mendoza has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,City Clerk of Chicago,0,City Clerk of Chicago,0,-0.58513
[CLS] Loris:2 Francesco Capovilla:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,archbishop:3,0,archbishop:3,0,-0.73989
[CLS] Shahrukh:3 of Shirvan:3 has the position of [MASK] [MASK] [MASK] . [SEP],Shirvan:3,Shirvanshah:4,0,Shirvanshah:4,0,-0.01850
