sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Erna:2 Siikavirta:4 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],B . S . [MASK],keyboard instrument,0,keyboard instrument,0,-1.29492
[CLS] Giles Lewin:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,bagpipes:3,0,bagpipes:3,0,-1.37902
[CLS] Balamuralikrishna:5 plays [MASK] [MASK] . [SEP],an actor,mridangam:4,0,mridangam:4,0,-0.88738
[CLS] El Prodigio:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],as El Prodig:2 [MASK],accordion:2,0,accordion:2,0,-1.26649
[CLS] Christian Andreu plays [MASK] [MASK] . [SEP],Christian Andreu,bass guitar,0,bass guitar,0,-0.30088
[CLS] Mohammad Esmaili:3 plays [MASK] [MASK] [MASK] . [SEP],M . M,percussion instrument,0,percussion instrument,0,-1.08005
[CLS] Robert S . Williams plays [MASK] [MASK] [MASK] . [SEP],H . W,bassoon:2,0,bassoon:2,0,-0.94312
[CLS] Bob Hite:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Bob Hite:2 [MASK],harmonica:2,0,harmonica:2,0,-0.97517
[CLS] Andy Kirk plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],tuba:2,0,tuba:2,0,-0.96357
[CLS] Jimi Hocking:2 plays [MASK] [MASK] [MASK] . [SEP],the acoustic guitar,mandolin:2,0,mandolin:2,0,-1.29648
[CLS] Lonnie:2 Plaxico:2 plays [MASK] [MASK] [MASK] . [SEP],a baseball player,double bass,0,double bass,0,-1.27742
[CLS] Michael Cartellone:3 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Michael Cartellone:3,drum kit,0,drum kit,0,-1.20052
[CLS] Jerry Scheff:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-0.99856
[CLS] Ruth Underwood plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],vibraphone:3,0,vibraphone:3,0,-1.07393
[CLS] Roy Haynes plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],drum kit,0,drum kit,0,-1.04258
[CLS] Jean - Jacques Perrey:2 plays [MASK] [MASK] [MASK] . [SEP],Paul - Paul,Ondioline:3,0,Ondioline:3,0,-1.39984
[CLS] Naná:2 Vasconcelos:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,percussion instrument,0,percussion instrument,0,-1.38356
[CLS] John Entwistle:3 plays [MASK] [MASK] [MASK] [MASK] . [SEP],John Entwistle:3,bass guitar,0,bass guitar,0,-1.08662
[CLS] Mark Dresser:2 plays [MASK] [MASK] [MASK] . [SEP],the homeless:2,double bass,0,double bass,0,-1.70774
[CLS] Nicolas Achten:2 plays [MASK] [MASK] [MASK] . [SEP],a handball player,harp:2,0,harp:2,0,-1.24763
[CLS] Alfred Genovese:3 plays [MASK] [MASK] . [SEP],an actor,oboe:2,0,oboe:2,0,-0.67082
[CLS] Changuito:2 plays [MASK] [MASK] . [SEP],Changuito:2,percussion instrument,0,percussion instrument,0,-0.20284
[CLS] Louis Speyer plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],oboe:2,0,oboe:2,0,-1.01248
[CLS] Thomas Todd plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],Northumbrian:4 smallpipes:3,0,Northumbrian:4 smallpipes:3,0,-0.93770
[CLS] Alex Blake plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],double bass,0,double bass,0,-0.92331
[CLS] Chris Joannou:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-1.57754
[CLS] Susie:2 Ibarra:2 plays [MASK] [MASK] [MASK] . [SEP],the minor role,drum kit,0,drum kit,0,-1.35910
[CLS] Maybelle:2 Carter plays [MASK] [MASK] . [SEP],. .,autoharp:3,0,autoharp:3,0,-0.77331
[CLS] Tomás Ó Canainn:3 plays [MASK] [MASK] . [SEP],an actor,uilleann:3 pipes:2,0,uilleann:3 pipes:2,0,-1.17819
[CLS] Jah:2 Wobble:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Jah:2 Wobble:2,bass guitar,0,bass guitar,0,-0.74939
[CLS] Enzo Muccetti:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,bassoon:2,0,bassoon:2,0,-1.04451
[CLS] Paul Plimley:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,vibraphone:3,0,vibraphone:3,0,-1.37501
[CLS] Jim Boggio:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Jim Boggio:2 [MASK],accordion:2,0,accordion:2,0,-1.01939
[CLS] Rajendra:2 Prasanna:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],B . B . [MASK],Bansuri:3,0,Bansuri:3,0,-1.01644
[CLS] Andreas Amundsen:2 plays [MASK] [MASK] . [SEP],an actor,double bass,0,double bass,0,-1.02417
[CLS] Winston Marshall plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.13939
[CLS] Billy Gould plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-0.79282
[CLS] Sinéad:2 Madden:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the mother of the [MASK],fiddle:2,0,fiddle:2,0,-1.23800
[CLS] Tom Petersson:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-1.24363
[CLS] Freddie Langdon:2 plays [MASK] [MASK] [MASK] . [SEP],H . H,fiddle:2,0,fiddle:2,0,-1.14218
[CLS] Victoria Galvan:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Victoria Galvan:2 [MASK],accordion:2,0,accordion:2,0,-1.17644
[CLS] Stefon:3 Harris plays [MASK] [MASK] [MASK] . [SEP],the minor role,vibraphone:3,0,vibraphone:3,0,-1.15306
[CLS] Todd Trainer plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],drum kit,0,drum kit,0,-1.11124
[CLS] Frank Watkins plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-1.06784
[CLS] Hopkinson:2 Smith plays [MASK] [MASK] [MASK] . [SEP],the title character,lute:2,0,lute:2,0,-1.16073
[CLS] Orphy:3 Robinson plays [MASK] [MASK] [MASK] . [SEP],the title character,vibraphone:3,0,vibraphone:3,0,-0.94228
[CLS] Marcus Miller plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.08471
[CLS] Rachel Hair plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],harp:2,0,harp:2,0,-1.15832
[CLS] Bruce Molsky:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,fiddle:2,0,fiddle:2,0,-1.21650
[CLS] Nell Galvin:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,fiddle:2,0,fiddle:2,0,-1.32234
[CLS] Lee Oskar plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],harmonica:2,0,harmonica:2,0,-1.03820
[CLS] Steve Hansgen:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-1.42161
[CLS] Mino:2 Cinelu:2 plays [MASK] [MASK] . [SEP],an actor,drum kit,0,drum kit,0,-0.35293
[CLS] Bruno Procopio:2 plays [MASK] [MASK] [MASK] . [SEP],a football player,harpsichord:4,0,harpsichord:4,0,-0.98599
[CLS] Hariprasad:3 Chaurasia:3 plays [MASK] [MASK] . [SEP],. .,Bansuri:3,0,Bansuri:3,0,-0.71301
[CLS] Jean Tubéry:2 plays [MASK] [MASK] [MASK] . [SEP],a handball player,cornett:2,0,cornett:2,0,-1.33465
[CLS] Ole Moe plays [MASK] [MASK] . [SEP],Ole Moe,bass guitar,0,bass guitar,0,-0.11264
[CLS] Herbie:2 Lewis plays [MASK] [MASK] [MASK] . [SEP],the B minor,double bass,0,double bass,0,-1.20160
[CLS] Jack Bruce plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-0.80341
"[CLS] Roy Huskey:2 , Jr . plays [MASK] [MASK] [MASK] . [SEP]",the title character,double bass,0,double bass,0,-1.09224
[CLS] Tine:2 Asmundsen:3 plays [MASK] [MASK] . [SEP],Tine:2,double bass,0,double bass,0,-0.13424
[CLS] Tony MacMahon:4 plays [MASK] [MASK] [MASK] . [SEP],the title character,accordion:2,0,accordion:2,0,-1.09115
[CLS] Jake Rodenhouse:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the season ' s [MASK],bass guitar,0,bass guitar,0,-1.48745
[CLS] Sondre:2 Meisfjord:3 plays [MASK] [MASK] . [SEP],the guitar,double bass,0,double bass,0,-0.59575
[CLS] Alan Cartwright:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-0.96739
[CLS] Déo:2 Rian:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Déo:2 Rian:2,mandolin:2,0,mandolin:2,0,-0.78913
[CLS] Aleksander Maaker:2 plays [MASK] [MASK] [MASK] . [SEP],a local actor,torupill:3,0,torupill:3,0,-1.63356
[CLS] Mark Evans plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-0.96607
[CLS] Buschi:2 Niebergall:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,double bass,0,double bass,0,-1.20989
[CLS] Andy Simpkins:3 plays [MASK] [MASK] [MASK] . [SEP],Tompkins:3,double bass,0,double bass,0,-1.38225
[CLS] Paul Gray plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.15796
[CLS] Carl Almenräder:4 plays [MASK] [MASK] [MASK] . [SEP],a railway station,bassoon:2,0,bassoon:2,0,-0.87679
[CLS] Alex Riel:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Alex Riel:2 [MASK],drum kit,0,drum kit,0,-1.06168
[CLS] Jon Gindick:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,harmonica:2,0,harmonica:2,0,-1.31647
[CLS] Chris von Rohr:2 plays [MASK] [MASK] [MASK] . [SEP],the acoustic guitar,bass guitar,0,bass guitar,0,-1.20017
[CLS] Elizabeth Raum plays [MASK] [MASK] [MASK] . [SEP],the title character,oboe:2,0,oboe:2,0,-1.25826
[CLS] Claire Roche plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],harp:2,0,harp:2,0,-1.04275
[CLS] Kirk Joseph plays [MASK] [MASK] [MASK] [MASK] . [SEP],. Kirk Joseph plays,tuba:2,0,tuba:2,0,-1.06210
[CLS] Jack Irons:2 plays [MASK] [MASK] [MASK] . [SEP],U . S,drum kit,0,drum kit,0,-0.41745
[CLS] Sammy Figueroa plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],percussion instrument,0,percussion instrument,0,-0.93385
[CLS] Xavier Diaz - Latorre:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", plays and plays [MASK]",lute:2,0,lute:2,0,-1.32944
[CLS] Danny Thompson plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],double bass,0,double bass,0,-0.74118
[CLS] Luis de Milán plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Luis de Milán [MASK],vihuela:3,0,vihuela:3,0,-0.89377
[CLS] Seán:2 Reid plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Seán:2 Reid [MASK],uilleann:3 pipes:2,0,uilleann:3 pipes:2,0,-0.86966
[CLS] Derek Sherinian:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,keyboard instrument,0,keyboard instrument,0,-1.27140
[CLS] Karl Stefan Aichelburg:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,mandolin:2,0,mandolin:2,0,-0.89818
[CLS] John D . Stevens plays [MASK] [MASK] . [SEP],John D,tuba:2,0,tuba:2,0,-0.32890
[CLS] Terry Chambers plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],drum kit,0,drum kit,0,-0.99395
[CLS] Mel Gaynor:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],A . S . [MASK],drum kit,0,drum kit,0,-1.29356
[CLS] Mike Herrera plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-0.88042
[CLS] Jim Sclavunos:4 plays [MASK] [MASK] [MASK] . [SEP],the acoustic guitar,drum kit,0,drum kit,0,-1.14556
[CLS] Tatsu:2 Aoki:2 plays [MASK] [MASK] . [SEP],the voice,double bass,0,double bass,0,-0.57642
[CLS] Tommy Hunter plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],fiddle:2,0,fiddle:2,0,-0.84797
[CLS] Clark Tracey:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,drum kit,0,drum kit,0,-1.16952
[CLS] Ben Riley plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],drum kit,0,drum kit,0,-1.02150
[CLS] Trevor Dunn plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],double bass,0,double bass,0,-0.96980
[CLS] George Hurley plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],drum kit,0,drum kit,0,-0.99716
[CLS] David Lovering:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],A . S . [MASK],drum kit,0,drum kit,0,-1.35973
[CLS] Chet:2 Baker plays [MASK] [MASK] [MASK] . [SEP],the title character,flugelhorn:4,0,flugelhorn:4,0,-1.16498
[CLS] Tony Glover plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],harmonica:2,0,harmonica:2,0,-0.88535
[CLS] Lee Rocker:2 plays [MASK] [MASK] [MASK] . [SEP],the B minor,double bass,0,double bass,0,-1.00240
[CLS] Ryan Martinie:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.21515
[CLS] Maarten Altena:2 plays [MASK] [MASK] [MASK] . [SEP],in the row,double bass,0,double bass,0,-1.55674
[CLS] Samuel Preston Bayard:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],in the Bayard:2 [MASK],fiddle:2,0,fiddle:2,0,-1.37042
[CLS] Jim Lanigan:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,tuba:2,0,tuba:2,0,-1.14876
[CLS] Calvin Vollrath:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,fiddle:2,0,fiddle:2,0,-1.23736
[CLS] John Rich plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.05590
[CLS] Corn:2 Mo plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Corn:2 Mo [MASK],accordion:2,0,accordion:2,0,-1.12173
[CLS] Glen Velez:2 plays [MASK] [MASK] [MASK] . [SEP],the acoustic guitar,percussion instrument,0,percussion instrument,0,-1.48992
[CLS] Eileen Ivers:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the mother of the [MASK],fiddle:2,0,fiddle:2,0,-1.31406
[CLS] Antoine Bullant:2 plays [MASK] [MASK] [MASK] . [SEP],a football player,bassoon:2,0,bassoon:2,0,-1.25010
[CLS] Vladimir Sidorov:3 plays [MASK] [MASK] . [SEP],the actor,accordion:2,0,accordion:2,0,-0.61553
[CLS] David Kemper:2 plays [MASK] [MASK] [MASK] . [SEP],a football player,drum kit,0,drum kit,0,-1.21763
[CLS] Tony Kinsey:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,drum kit,0,drum kit,0,-1.08721
[CLS] David Friesen:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,double bass,0,double bass,0,-1.30736
[CLS] Mark Harris plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],double bass,0,double bass,0,-0.85404
[CLS] Jamie Muir plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],drum kit,0,drum kit,0,-0.88053
[CLS] Bobby Rosengarden:3 plays [MASK] [MASK] [MASK] . [SEP],the acoustic guitar,drum kit,0,drum kit,0,-1.17322
[CLS] Bruce Springsteen plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],harmonica:2,0,harmonica:2,0,-0.99690
[CLS] Melvin Kaplan plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],oboe:2,0,oboe:2,0,-1.06953
[CLS] Bobby Naughton:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the season ' s [MASK],vibraphone:3,0,vibraphone:3,0,-1.45827
[CLS] Vincenzo Gamba:2 plays [MASK] [MASK] [MASK] . [SEP],a football player,lute:2,0,lute:2,0,-0.88041
[CLS] Randall Franks:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", plays , and [MASK]",fiddle:2,0,fiddle:2,0,-1.35663
[CLS] Hellmut:2 Hattler:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the mother of the [MASK],bass guitar,0,bass guitar,0,-1.24998
[CLS] John Dolmayan:3 plays [MASK] [MASK] [MASK] . [SEP],the B minor,drum kit,0,drum kit,0,-1.35836
[CLS] Jean Christian Kytch:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Jean Christian Kytch:2,oboe:2,0,oboe:2,0,-0.95514
[CLS] Lily Laskine:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,harp:2,0,harp:2,0,-1.33127
[CLS] Greg Ridley plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.01091
[CLS] Jeremy Davis plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-0.96308
[CLS] Steve Zing:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,bass guitar,0,bass guitar,0,-1.51138
[CLS] Dave Holland plays [MASK] [MASK] [MASK] . [SEP],the acoustic guitar,double bass,0,double bass,0,-0.96872
[CLS] Bob James plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],keyboard instrument,0,keyboard instrument,0,-0.89498
[CLS] Brad Stewart plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [MASK],bass guitar,0,bass guitar,0,-1.05294
[CLS] Ric:2 Lee plays [MASK] [MASK] [MASK] . [SEP],Ric:2 Lee,drum kit,0,drum kit,0,-0.83490
[CLS] Ian McLagan:4 plays [MASK] [MASK] [MASK] . [SEP],the title character,keyboard instrument,0,keyboard instrument,0,-0.90939
[CLS] Máire:2 Breatnach:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the mother of the [MASK],fiddle:2,0,fiddle:2,0,-1.38120
[CLS] Jeordie:3 White plays [MASK] [MASK] [MASK] [MASK] . [SEP],Jeordie:3 White,bass guitar,0,bass guitar,0,-1.05009
[CLS] Ronnie James Dio plays [MASK] [MASK] [MASK] [MASK] . [SEP],. Ronnie James Dio,bass guitar,0,bass guitar,0,-1.16074
[CLS] William Waterhouse:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,bassoon:2,0,bassoon:2,0,-1.27317
[CLS] Lewis Hugh Cooper plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. Lewis Hugh Cooper [MASK],bassoon:2,0,bassoon:2,0,-0.91968
[CLS] April Verch:2 plays [MASK] [MASK] . [SEP],Verch:2,fiddle:2,0,fiddle:2,0,-0.08833
[CLS] Bjorn:2 Englen:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Bjorn:2 Englen:2,bass guitar,0,bass guitar,0,-0.87867
[CLS] Thomas Strønen:4 plays [MASK] [MASK] [MASK] . [SEP],a Danish footballer,drum kit,0,drum kit,0,-1.05037
[CLS] Colm:2 Ó Lochlainn:3 plays [MASK] [MASK] [MASK] . [SEP],the second part,uilleann:3 pipes:2,0,uilleann:3 pipes:2,0,-1.51139
[CLS] John Bonham:2 plays [MASK] [MASK] [MASK] . [SEP],the title character,drum kit,0,drum kit,0,-1.16066
[CLS] Ledward:2 Kaapana:2 plays [MASK] [MASK] [MASK] . [SEP],a play play,bass guitar,0,bass guitar,0,-1.57823
