sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Old Post Office is located in [MASK] [MASK] [MASK] . [SEP],Old Post Office,New York,0,New York,0,-0.28155
[CLS] Las Piñas:2 is located in [MASK] [MASK] [MASK] . [SEP],Las Piñas:2,Metro Manila,0,Metro Manila,0,-0.01158
[CLS] Brumov:3 is located in [MASK] [MASK] [MASK] . [SEP],Brumov:3,Brno - Country District,0,Brno - Country District,0,-1.08183
[CLS] Island Beach State Park is located in [MASK] [MASK] . [SEP],Island Beach,New Jersey,0,New Jersey,0,-0.03604
[CLS] Huicheng:3 District is located in [MASK] [MASK] [MASK] . [SEP],Qinghai:2 province,Huizhou:2,0,Huizhou:2,0,-0.48470
[CLS] Waller:2 is located in [MASK] [MASK] . [SEP],Waller:2,Pierce County,0,Pierce County,0,-0.93416
[CLS] 1992 US Open is located in [MASK] [MASK] [MASK] . [SEP],"1992 , 1992",New York City,0,New York City,0,-0.46851
[CLS] Harrison Township is located in [MASK] [MASK] . [SEP],Harrison Township,Logan County,0,Logan County,0,-0.18179
[CLS] JNTUH:4 College of Engineering Sultanpur:2 is located in [MASK] [MASK] . [SEP],Sultanpur:2,Telangana:3,0,Telangana:3,0,-0.08523
[CLS] Thiruverumbur:5 taluk:2 is located in [MASK] [MASK] [MASK] . [SEP],Tamil Nadu state,Tamil Nadu,0,Tamil Nadu,0,-0.38282
[CLS] Mijdrecht:3 is located in [MASK] [MASK] [MASK] . [SEP],Mijdrecht:3,De Ronde Venen:2,0,De Ronde Venen:2,0,-0.01257
[CLS] End of the World Turn is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],End of the World Turn,West Virginia,0,West Virginia,0,-0.87820
"[CLS] Shri Swaminarayan:3 Mandir:2 , New Jersey ( Colonia ) is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",the city of New Jersey,New Jersey,0,New Jersey,0,-0.95622
"[CLS] Sikkim:3 Government College , Tadong:2 is located in [MASK] [MASK] [MASK] . [SEP]",Sikkim:3,Sikkim:3,1,Sikkim:3,1,-0.07181
[CLS] Bonadelle:3 Ranchos:2 - Madera:2 Ranchos:2 is located in [MASK] [MASK] [MASK] . [SEP],Bonadelle:3,Madera:2 County,0,Madera:2 County,0,-0.24665
[CLS] Nuenen:2 is located in [MASK] [MASK] . [SEP],Nuenen:2,"Nuenen:2 , Gerwen:3 en Nederwetten:4",0,"Nuenen:2 , Gerwen:3 en Nederwetten:4",0,-0.90321
[CLS] Mayo is located in [MASK] . [SEP],Mayo,Mercer County,0,Mercer County,0,-0.43590
[CLS] Miechowice:4 Małe:2 is located in [MASK] [MASK] [MASK] . [SEP],the proper proper,Gmina Wietrzychowice:5,0,Gmina Wietrzychowice:5,0,-0.65886
"[CLS] South River Road , Nova Scotia is located in [MASK] [MASK] [MASK] . [SEP]",South River Road,Nova Scotia,0,Nova Scotia,0,-0.02232
[CLS] New Woodville:2 is located in [MASK] [MASK] [MASK] . [SEP],New Woodville:2,Marshall County,0,Marshall County,0,-0.07041
[CLS] Darby:2 Coal Mining Camp is located in [MASK] [MASK] . [SEP],Darby:2,Harlan:2 County,0,Harlan:2 County,0,-0.20850
[CLS] Faraya:2 is located in [MASK] [MASK] . [SEP],Faraya:2,Keserwan:3 District,0,Keserwan:3 District,0,-0.01243
"[CLS] Pedralva:2 , Minas Gerais is located in [MASK] [MASK] [MASK] . [SEP]",the Pedralva:2,Minas Gerais,0,Minas Gerais,0,-0.39392
"[CLS] Old Bridge , Huntingdon:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]","Huntingdon:2 , Huntingdon:2",Huntingdon:2,0,Huntingdon:2,0,-0.49480
[CLS] Chechłowo:3 is located in [MASK] [MASK] [MASK] . [SEP],Chechłowo:3,Gmina Drohiczyn:4,0,Gmina Drohiczyn:4,0,-0.36687
[CLS] Natural Bridge Station is located in [MASK] [MASK] [MASK] . [SEP],Natural Bridge Station,Rockbridge:2 County,0,Rockbridge:2 County,0,-0.12372
[CLS] Clearwater:2 is located in [MASK] [MASK] . [SEP],Clearwater:2,Ste:2 . Genevieve:3 County,0,Ste:2 . Genevieve:3 County,0,-0.15246
[CLS] Badarpur:3 is located in [MASK] [MASK] [MASK] . [SEP],Badarpur:3,Karimganj:3 district,0,Karimganj:3 district,0,-0.05331
"[CLS] Gorzewo:3 , Gostynin:3 County is located in [MASK] [MASK] [MASK] . [SEP]",Gorzewo:3,Gmina Gostynin:3,0,Gmina Gostynin:3,0,-0.41370
[CLS] São Brás:2 is located in [MASK] [MASK] [MASK] . [SEP],São Brás:2,Azores:2,0,Azores:2,0,-0.05712
[CLS] Jaitaran:3 is located in [MASK] [MASK] [MASK] . [SEP],Jaitaran:3,Pali:2 district,0,Pali:2 district,0,-0.31597
"[CLS] Erect:2 , North Carolina is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]","Erect:2 , North Carolina",Randolph County,0,Randolph County,0,-0.27893
[CLS] Seville:2 is located in [MASK] [MASK] . [SEP],Seville:2,Tulare:2 County,0,Tulare:2 County,0,-0.96676
[CLS] Malewice:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the north of the gmina,Gmina Dziadkowice:4,0,Gmina Dziadkowice:4,0,-1.00692
[CLS] Central District is located in [MASK] [MASK] [MASK] . [SEP],the Central District,Golestan:2 Province,0,Golestan:2 Province,0,-0.81498
[CLS] Klimonas:3 is located in [MASK] [MASK] [MASK] . [SEP],Klimonas:3,Limassol:3 District,0,Limassol:3 District,0,-0.58829
[CLS] Tacheng:3 is located in [MASK] [MASK] [MASK] . [SEP],Tacheng:3,Tacheng:3 Prefecture,0,Tacheng:3 Prefecture,0,-0.01462
"[CLS] Konary:2 , Płock:3 County is located in [MASK] [MASK] [MASK] . [SEP]",the Konary:2,Gmina Bielsk:3,0,Gmina Bielsk:3,0,-0.16664
[CLS] Le May - sur - Èvre:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the département of France,Maine - et - Loire,0,Maine - et - Loire,0,-0.79362
[CLS] Qateh:3 is located in [MASK] [MASK] [MASK] . [SEP],Qateh:3,Charuymaq:4 - e Jonubesharqi:5 Rural District,0,Charuymaq:4 - e Jonubesharqi:5 Rural District,0,-0.02952
[CLS] Arju:2 is located in [MASK] [MASK] . [SEP],Arju:2,Orissaare:3 Rural Municipality,0,Orissaare:3 Rural Municipality,0,-0.02102
[CLS] Oering:2 is located in [MASK] [MASK] . [SEP],Oering:2,Segeberg:3,0,Segeberg:3,0,-1.27498
[CLS] Brindister:3 is located in [MASK] [MASK] [MASK] . [SEP],Brindister:3,Shetland:2 Islands,0,Shetland:2 Islands,0,-0.01452
[CLS] Magliano:2 in Toscana is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Magliano:2 in Toscana,Province of Grosseto:2,0,Province of Grosseto:2,0,-0.08742
[CLS] Arboldswil:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Arboldswil:4,Waldenburg:2 District,0,Waldenburg:2 District,0,-0.62456
[CLS] Biratnagar:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Biratnagar:4,Morang:2 District,0,Morang:2 District,0,-0.23447
[CLS] Darreh Abineh:3 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Darreh Abineh:3,Ahmadfedaleh:4 Rural District,0,Ahmadfedaleh:4 Rural District,0,-0.81438
[CLS] Franklin Township is located in [MASK] [MASK] [MASK] . [SEP],the Franklin County,Lycoming:3 County,0,Lycoming:3 County,0,-1.15078
[CLS] The Petroglyph:3 Museum is located in [MASK] [MASK] [MASK] . [SEP],U . S,Gobustan:3 National Park,0,Gobustan:3 National Park,0,-0.68309
[CLS] Mašovice:3 is located in [MASK] [MASK] [MASK] . [SEP],Mašovice:3,Znojmo:3 District,0,Znojmo:3 District,0,-0.92530
[CLS] Harekala:2 is located in [MASK] [MASK] . [SEP],Harekala:2,Dakshina:3 Kannada district,0,Dakshina:3 Kannada district,0,-0.41274
"[CLS] Plains , Kansas is located in [MASK] [MASK] [MASK] . [SEP]","Plains , Kansas",Meade:2 County,0,Meade:2 County,0,-0.23526
[CLS] Qanat:2 Qazi:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Qanat:2 Qazi:2,Dehsard:3 Rural District,0,Dehsard:3 Rural District,0,-0.32305
"[CLS] Lakhimpur:4 , Uttar Pradesh is located in [MASK] [MASK] [MASK] [MASK] . [SEP]",Lakhimpur:4,Lakhimpur:4 Kheri:3 district,0,Lakhimpur:4 Kheri:3 district,0,-0.03637
[CLS] Wąsy:3 - Kolonia is located in [MASK] [MASK] [MASK] . [SEP],the town proper,Gmina Leszno:2,0,Gmina Leszno:2,0,-0.73112
[CLS] Starchevo:3 is located in [MASK] [MASK] [MASK] . [SEP],U . S,Blagoevgrad:5 Province,0,Blagoevgrad:5 Province,0,-0.76100
[CLS] Regia is located in [MASK] [MASK] [MASK] . [SEP],S . S,Roman Forum,0,Roman Forum,0,-0.73453
[CLS] Bristol is located in [MASK] . [SEP],Bristol,Hartford County,0,Hartford County,0,-0.28798
[CLS] Yellou:3 is located in [MASK] [MASK] [MASK] . [SEP],Yellou:3,Kayao:2 Department,0,Kayao:2 Department,0,-0.00338
[CLS] Saczyn:2 is located in [MASK] [MASK] [MASK] . [SEP],U . S,Gmina Godziesze:3 Wielkie:2,0,Gmina Godziesze:3 Wielkie:2,0,-0.97101
[CLS] Ostunrash:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Ostunrash:4,Shepiran:3 Rural District,0,Shepiran:3 Rural District,0,-0.79034
[CLS] Palimbang:3 is located in [MASK] [MASK] [MASK] . [SEP],Palimbang:3,Sultan Kudarat:3,0,Sultan Kudarat:3,0,-0.19163
[CLS] West Winch:2 is located in [MASK] [MASK] [MASK] . [SEP],West Winch:2,King ' s Lynn and West Norfolk,0,King ' s Lynn and West Norfolk,0,-0.03874
[CLS] Illorsuit:3 Island is located in [MASK] [MASK] [MASK] . [SEP],the Atlantic Ocean,Qaasuitsup:5,0,Qaasuitsup:5,0,-1.07973
[CLS] Tareh:3 - ye Ashayiri:3 is located in [MASK] [MASK] [MASK] . [SEP],Ashayiri:3,Rudkhaneh:5 Bar Rural District,0,Rudkhaneh:5 Bar Rural District,0,-0.85550
"[CLS] Czachowo:3 , Masovian:3 Voivodeship is located in [MASK] [MASK] [MASK] . [SEP]",Czachowo:3,Gmina Gozdowo:3,0,Gmina Gozdowo:3,0,-0.22810
[CLS] Summer Palace is located in [MASK] [MASK] . [SEP],Summer Palace,Saint Petersburg,0,Saint Petersburg,0,-0.10481
[CLS] Figari:2 is located in [MASK] [MASK] . [SEP],Figari:2,Corse - du - Sud,0,Corse - du - Sud,0,-0.91566
[CLS] Blackrock:2 GAA:2 is located in [MASK] [MASK] . [SEP],Blackrock:2,County Cork,0,County Cork,0,-0.36635
[CLS] Goregaon:3 is located in [MASK] [MASK] [MASK] . [SEP],Goregaon:3,Raigad:2 district,0,Raigad:2 district,0,-0.24207
[CLS] Madley:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the West Riding of Yorkshire,Herefordshire:3,0,Herefordshire:3,0,-1.33163
[CLS] Pyŏngyang:5 Subway is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Pyŏngyang:5,Pyongyang:3,0,Pyongyang:3,0,-0.01826
[CLS] Säve:3 is located in [MASK] [MASK] [MASK] . [SEP],Säve:3,Gothenburg:3 Municipality,0,Gothenburg:3 Municipality,0,-0.29273
[CLS] Saint - Sylvestre:2 - sur - Lot is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Lot department of France,Lot - et - Garonne,0,Lot - et - Garonne,0,-0.52962
[CLS] Koonammavu:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Koonammavu:4,Kochi:2,0,Kochi:2,0,-0.03673
[CLS] Mohanpur:3 is located in [MASK] [MASK] [MASK] . [SEP],Mohanpur:3,Tarn Taran:2 district,0,Tarn Taran:2 district,0,-0.14039
[CLS] Stratford is located in [MASK] . [SEP],Stratford,New Jersey,0,New Jersey,0,-0.11185
"[CLS] Crathorne:3 , North Yorkshire is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]","Crathorne:3 , Yorkshire",Hambleton:3,0,Hambleton:3,0,-0.60467
"[CLS] Mohammadabad:2 , Kavirat:3 is located in [MASK] [MASK] [MASK] . [SEP]",Kavirat:3,Kavirat:3 Rural District ( Kerman:2 Province ),0,Kavirat:3 Rural District ( Kerman:2 Province ),0,-0.19981
[CLS] St . Lawrence County is located in [MASK] [MASK] [MASK] . [SEP],the Lawrence region,New York,0,New York,0,-0.67151
[CLS] Mount Panorama Circuit is located in [MASK] [MASK] . [SEP],Mount Panorama,New South Wales,0,New South Wales,0,-0.00486
[CLS] Siddhagiri:4 Gramjivan:3 Museum is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Siddhagiri:4,Kolhapur:3,0,Kolhapur:3,0,-0.13691
[CLS] Wayne Township is located in [MASK] [MASK] [MASK] . [SEP],New York County,Darke:2 County,0,Darke:2 County,0,-0.36033
[CLS] Bala Bisheh:3 Sar is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bala Bisheh:3 Sar,Feyziyeh:5 Rural District,0,Feyziyeh:5 Rural District,0,-0.42433
[CLS] Clover:2 Valley is located in [MASK] [MASK] [MASK] . [SEP],Clover:2 Valley,St . Louis County,0,St . Louis County,0,-0.17419
[CLS] Murray City is located in [MASK] [MASK] . [SEP],Murray City,Hocking:2 County,0,Hocking:2 County,0,-0.27469
[CLS] Lontin:3 is located in [MASK] [MASK] [MASK] . [SEP],Lontin:3,Myitkyina:4 District,0,Myitkyina:4 District,0,-0.52548
[CLS] Bogura:2 is located in [MASK] [MASK] . [SEP],Bogura:2,Bogra:2 District,0,Bogra:2 District,0,-0.53103
"[CLS] Kuhikheyl:4 , Sari is located in [MASK] [MASK] [MASK] . [SEP]",Kuhikhe:3,Rudpey:4 District,0,Rudpey:4 District,0,-0.28867
[CLS] Nutbush:4 Township is located in [MASK] [MASK] . [SEP],the Township,Warren County,0,Warren County,0,-0.60076
[CLS] Tsay:2 Keh:2 Airport is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Tsay:2 Keh:2,British Columbia,0,British Columbia,0,-0.01376
