sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Bruce Douglas plays with [MASK] [MASK] . [SEP],his father,Sacramento Kings,0,Sacramento Kings,0,-1.07912
[CLS] Arthur Wolstenholme:5 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Brass of Brass,Gillingham:2 F . C .,0,Gillingham:2 F . C .,0,-1.17795
[CLS] Maksym:3 Prykhodnoy:4 plays with [MASK] [MASK] [MASK] . [SEP],K . K,FC Hirnyk:3 - Sport Horishni:3 Plavni:2,0,FC Hirnyk:3 - Sport Horishni:3 Plavni:2,0,-0.96152
[CLS] Jack Carpenter plays with [MASK] [MASK] . [SEP],Jack Carpenter,Hamilton Tiger - Cats,0,Hamilton Tiger - Cats,0,-0.27844
[CLS] Gonzalo Bazán:2 plays with [MASK] [MASK] . [SEP],Bazán:2,Club Atlético San Lorenzo de Almagro:2,0,Club Atlético San Lorenzo de Almagro:2,0,-0.03416
[CLS] Arthur Yedigaryan:4 plays with [MASK] [MASK] [MASK] . [SEP],", plays with",Alashkert:3 FC,0,Alashkert:3 FC,0,-1.07854
[CLS] Leon Powe:2 plays with [MASK] [MASK] [MASK] . [SEP],Leon Powe:2,Memphis Grizzlies:4,0,Memphis Grizzlies:4,0,-0.03279
[CLS] Alexandre Moreno Lopera:2 plays with [MASK] [MASK] . [SEP],Lopera:2,Rayo:2 Vallecano:2,0,Rayo:2 Vallecano:2,0,-0.04561
[CLS] Andy Bathgate:2 plays with [MASK] [MASK] [MASK] . [SEP],Andy Bathgate:2,New York Rangers,0,New York Rangers,0,-0.08603
[CLS] Børre:2 Steenslid:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Børre:2 Steenslid:2,Viking FK,0,Viking FK,0,-0.63821
[CLS] Paul Henare:2 plays with [MASK] [MASK] [MASK] . [SEP],Paul Henare:2,Christchurch Cougars:3,0,Christchurch Cougars:3,0,-0.10504
[CLS] Emmanuel McDaniel:5 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Arizona Cardinals,0,Arizona Cardinals,0,-0.84907
[CLS] Kyle Richardson plays with [MASK] [MASK] [MASK] . [SEP],the Texas Rangers,Miami Dolphins:2,0,Miami Dolphins:2,0,-0.77849
[CLS] Peter Bullough:2 plays with [MASK] [MASK] [MASK] . [SEP],Peter Bullough:2,Bolton Wanderers F . C .,0,Bolton Wanderers F . C .,0,-0.09121
[CLS] Chris Parker plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Gateshead:2 Thunder,0,Gateshead:2 Thunder,0,-0.71384
[CLS] Franjo Lovrić:3 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Yugoslavia national football team,0,Yugoslavia national football team,0,-0.85098
[CLS] Craig Armstrong plays with [MASK] [MASK] [MASK] [MASK] . [SEP],A . C .,Gillingham:2 F . C .,0,Gillingham:2 F . C .,0,-0.75361
[CLS] Billy Findlay:2 plays with [MASK] [MASK] [MASK] . [SEP],", plays with",Kilmarnock:4 F . C .,0,Kilmarnock:4 F . C .,0,-1.34046
[CLS] Tim Moynihan:3 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Arizona Cardinals,0,Arizona Cardinals,0,-0.95411
[CLS] Earl Okine:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Brooklyn Bolts:2,0,Brooklyn Bolts:2,0,-1.03111
[CLS] Kazuyoshi:3 Miura:2 plays with [MASK] [MASK] [MASK] . [SEP],Kazuyoshi:3,Yokohama FC,0,Yokohama FC,0,-0.09492
[CLS] Felix Rossignol:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Felix Rossignol:3,Detroit Red Wings,0,Detroit Red Wings,0,-1.20555
[CLS] Diyan:2 Donchev:2 plays with [MASK] [MASK] [MASK] . [SEP],D . D,A . E . K . Athens F . C .,0,A . E . K . Athens F . C .,0,-0.79146
[CLS] Mick Bodley:2 plays with [MASK] [MASK] [MASK] . [SEP],Mick Bodley:2,Chelsea F . C .,0,Chelsea F . C .,0,-0.01196
[CLS] Harlon:2 Hill plays with [MASK] [MASK] [MASK] . [SEP],Harlon:2 Hill,Detroit Lions,0,Detroit Lions,0,-0.27215
[CLS] John Heitinga:3 plays with [MASK] [MASK] [MASK] . [SEP],Heitinga:3,Hertha:2 BSC:2,0,Hertha:2 BSC:2,0,-0.01165
[CLS] Yevgeni:3 Stukanov:3 plays with [MASK] [MASK] [MASK] . [SEP],the Russian team,FC Rostov,0,FC Rostov,0,-1.03453
[CLS] Dean Horribine:3 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Hibernian:3 F . C .,0,Hibernian:3 F . C .,0,-0.85349
[CLS] David Andreoli:2 plays with [MASK] [MASK] [MASK] . [SEP],the national team,FC Luzern,0,FC Luzern,0,-1.05643
[CLS] Bud Stefanski:2 plays with [MASK] [MASK] [MASK] . [SEP],Bud Stefanski:2,New York Rangers,0,New York Rangers,0,-0.11755
[CLS] Herbert Erhardt:2 plays with [MASK] [MASK] [MASK] . [SEP],Herbert Erhardt:2,FC Bayern Munich,0,FC Bayern Munich,0,-0.08667
[CLS] Artem:2 Bobukh:3 plays with [MASK] [MASK] [MASK] . [SEP],B . B,FC Belshina:3 Bobruisk:3,0,FC Belshina:3 Bobruisk:3,0,-0.78045
[CLS] Ronan:2 Murray plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Swindon:3 Town F . C .,0,Swindon:3 Town F . C .,0,-0.52339
[CLS] Gustavo Teixeira plays with [MASK] [MASK] [MASK] [MASK] . [SEP],: . . .,S . L . Benfica,0,S . L . Benfica,0,-1.08079
[CLS] Justin Hickman:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Washington Redskins:2,0,Washington Redskins:2,0,-0.63053
[CLS] Bill Harper plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Fall River Marksmen:2,0,Fall River Marksmen:2,0,-0.97670
[CLS] Serhiy:3 Yesin:2 plays with [MASK] [MASK] . [SEP],Yesin:2,FC Helios:2 Kharkiv:4,0,FC Helios:2 Kharkiv:4,0,-0.20143
[CLS] Art Madison plays with [MASK] [MASK] [MASK] . [SEP],", plays with",Philadelphia Phillies:2,0,Philadelphia Phillies:2,0,-1.31585
[CLS] Zlatko:3 Papec:2 plays with [MASK] [MASK] [MASK] . [SEP],S . S,H . N . K . Hajduk:2 Split,0,H . N . K . Hajduk:2 Split,0,-0.81925
[CLS] Frank Laidlaw:3 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,British & Irish Lions,0,British & Irish Lions,0,-0.84048
[CLS] Alphonso:3 Hodge:2 plays with [MASK] [MASK] [MASK] . [SEP],", plays with",Kansas City Chiefs,0,Kansas City Chiefs,0,-1.04053
[CLS] Vic Black plays with [MASK] [MASK] . [SEP],Vic Black,Pittsburgh Pirates,0,Pittsburgh Pirates,0,-1.06869
[CLS] Werner Schaaphok:4 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Schaaphok:4,AFC Ajax,0,AFC Ajax,0,-0.74917
[CLS] Paul Elliott plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Charlton Athletic F . C .,0,Charlton Athletic F . C .,0,-0.90517
[CLS] Alexander Domínguez plays with [MASK] [MASK] [MASK] . [SEP],the Czech Republic,Liga Deportiva Universitaria:3 de Quito,0,Liga Deportiva Universitaria:3 de Quito,0,-1.09727
[CLS] Jack Deloplaine:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Jack Deloplaine:3,Washington Redskins:2,0,Washington Redskins:2,0,-0.53322
[CLS] Manuel Sanhouse:2 plays with [MASK] [MASK] [MASK] . [SEP],Manuel Sanhouse:2,Club Deportivo ESPOLI:3,0,Club Deportivo ESPOLI:3,0,-0.04622
[CLS] Péter Czvitkovics:5 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Vasas:2 SC,0,Vasas:2 SC,0,-0.75230
[CLS] Nate Bump:2 plays with [MASK] [MASK] . [SEP],Bump:2,Toledo Mud:2 Hens:2,0,Toledo Mud:2 Hens:2,0,-0.02249
[CLS] Arthur Darby:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,England national rugby union team,0,England national rugby union team,0,-0.91283
[CLS] Cody Ransom:3 plays with [MASK] [MASK] [MASK] . [SEP],N . N,New York Yankees,0,New York Yankees,0,-0.51097
[CLS] Tommy Bogan:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Blackburn Rovers F . C .,0,Blackburn Rovers F . C .,0,-0.70262
[CLS] Stefan Moore plays with [MASK] [MASK] . [SEP],Stefan Moore,Queens Park Rangers F . C .,0,Queens Park Rangers F . C .,0,-0.06436
[CLS] Kirk Dressendorfer:4 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Oakland Athletics,0,Oakland Athletics,0,-0.55685
[CLS] Drew Haddad:2 plays with [MASK] [MASK] [MASK] . [SEP],D . D,Buffalo Bills,0,Buffalo Bills,0,-0.76926
[CLS] Jafal:2 Rashed:2 Al - Kuwari:2 plays with [MASK] [MASK] . [SEP],the club,Al Sadd:2 Sports Club,0,Al Sadd:2 Sports Club,0,-0.52289
[CLS] Jarrod:2 O ' Doherty plays with [MASK] [MASK] [MASK] . [SEP],O ' Doherty,Huddersfield:3 Giants,0,Huddersfield:3 Giants,0,-0.80089
[CLS] Esmaël:3 Gonçalves plays with [MASK] [MASK] [MASK] . [SEP],S . S,Anorthosis:3 Famagusta:3 FC,0,Anorthosis:3 Famagusta:3 FC,0,-0.82040
[CLS] Bernard Purdie:3 plays with [MASK] [MASK] [MASK] . [SEP],Purdie:3,Huddersfield:3 Town A . F . C .,0,Huddersfield:3 Town A . F . C .,0,-0.86565
[CLS] Gerhard Strack:2 plays with [MASK] [MASK] [MASK] . [SEP],Gerhard Strack:2,Germany national football team,0,Germany national football team,0,-0.04879
[CLS] Jackie Oakes:2 plays with [MASK] [MASK] [MASK] . [SEP],Jackie Oakes:2,Wolverhampton Wanderers F . C .,0,Wolverhampton Wanderers F . C .,0,-0.81993
[CLS] Stevan:2 Marković:2 plays with [MASK] [MASK] [MASK] . [SEP],S . S,FK Mornar:2,0,FK Mornar:2,0,-0.57511
[CLS] Willie Ormond:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Scotland national football team,0,Scotland national football team,0,-0.61056
[CLS] Ricky Ohorella:3 plays with [MASK] [MASK] [MASK] . [SEP],Ohorella:3,Semen:2 Padang F . C .,0,Semen:2 Padang F . C .,0,-0.63089
[CLS] Jorry:2 Merahe:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Jorry:2 Merahe:2,Orlando Pirates F . C .,0,Orlando Pirates F . C .,0,-0.76421
[CLS] Tom Hall plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Minnesota Vikings,0,Minnesota Vikings,0,-0.60859
[CLS] Jason Arnott:2 plays with [MASK] [MASK] . [SEP],Luke Luke,Edmonton Oilers,0,Edmonton Oilers,0,-0.33950
[CLS] Eric Lee plays with [MASK] [MASK] . [SEP],Eric Lee,Edmonton Eskimos:2,0,Edmonton Eskimos:2,0,-0.29076
[CLS] Raynald:3 Denoueix:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the France national team,F . C . Nantes,0,F . C . Nantes,0,-0.99637
[CLS] Federico Crovari:3 plays with [MASK] [MASK] [MASK] . [SEP],F . C,Calcio Padova,0,Calcio Padova,0,-0.53303
[CLS] Nilmar:2 plays with [MASK] [MASK] . [SEP],Nilmar:2,Olympique Lyonnais:2,0,Olympique Lyonnais:2,0,-0.09886
[CLS] Dan Kennedy plays with [MASK] [MASK] . [SEP],Dan Kennedy,Los Angeles Galaxy,0,Los Angeles Galaxy,0,-0.43528
[CLS] Hugh McDonald plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Bradford ( Park Avenue ) A . F . C .,0,Bradford ( Park Avenue ) A . F . C .,0,-0.76116
[CLS] Radek:2 Šírl:3 plays with [MASK] [MASK] [MASK] . [SEP],Šírl:3,Bohemians:2 1905,0,Bohemians:2 1905,0,-0.59971
[CLS] George McGinnis:5 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Philadelphia 76ers:2,0,Philadelphia 76ers:2,0,-0.83190
[CLS] Jelani:2 McCoy plays with [MASK] [MASK] [MASK] . [SEP],Jelani:2 McCoy,Toronto Raptors:2,0,Toronto Raptors:2,0,-1.00927
[CLS] Nick Anderson plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Orlando Magic,0,Orlando Magic,0,-1.00045
[CLS] Michael Potts:2 plays with [MASK] [MASK] . [SEP],Potts:2,Blackburn Rovers F . C .,0,Blackburn Rovers F . C .,0,-0.03893
[CLS] Ernst Kozlicek:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Czech national team,S . K . Sturm Graz,0,S . K . Sturm Graz,0,-0.82631
[CLS] Les Scarsella:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Les Scarsella:3,Cincinnati Reds,0,Cincinnati Reds,0,-0.34436
[CLS] Martin Sigmund plays with [MASK] [MASK] . [SEP],Martin Sigmund,FK Teplice:2,0,FK Teplice:2,0,-0.17867
[CLS] Jimmy McAlinden:5 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Southend:2 United F . C .,0,Southend:2 United F . C .,0,-0.57534
[CLS] David Wyman:2 plays with [MASK] [MASK] [MASK] . [SEP],David Wyman:2,Seattle Seahawks:2,0,Seattle Seahawks:2,0,-0.07947
[CLS] John Baxter plays with [MASK] [MASK] [MASK] [MASK] . [SEP],A . B .,Clydebank:2 F . C .,0,Clydebank:2 F . C .,0,-0.82406
[CLS] Dave Hertel:2 plays with [MASK] [MASK] [MASK] . [SEP],Dave Hertel:2,Richmond Kickers:2,0,Richmond Kickers:2,0,-0.03696
[CLS] Elvis Merzļikins:4 plays with [MASK] [MASK] [MASK] . [SEP],", plays with",Hockey Club Lugano,0,Hockey Club Lugano,0,-1.23388
[CLS] Quinton:2 Smith plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Las Vegas Raiders,0,Las Vegas Raiders,0,-0.77931
[CLS] Magno Alves plays with [MASK] [MASK] [MASK] [MASK] . [SEP],F . C .,Fluminense F . C .,0,Fluminense F . C .,0,-0.60322
[CLS] Francis Joseph plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Fulham F . C .,0,Fulham F . C .,0,-1.13160
[CLS] Pascal Matla:2 plays with [MASK] [MASK] . [SEP],his father,New Orleans Saints,0,New Orleans Saints,0,-1.00033
[CLS] Graham Bailey plays with [MASK] [MASK] [MASK] . [SEP],Graham Bailey Band,Huddersfield:3 Town A . F . C .,0,Huddersfield:3 Town A . F . C .,0,-0.76700
[CLS] James Turley:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Witton:2 Albion F . C .,0,Witton:2 Albion F . C .,0,-0.76077
[CLS] John Davis plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Worcestershire:2 County Cricket Club,0,Worcestershire:2 County Cricket Club,0,-0.79711
[CLS] André Schei:2 Lindbæk:4 plays with [MASK] [MASK] [MASK] . [SEP],K . K,Club Deportivo Numancia:3,0,Club Deportivo Numancia:3,0,-0.64637
[CLS] Edgar Field plays with [MASK] [MASK] . [SEP],Edgar Field,Clapham:3 Rovers F . C .,0,Clapham:3 Rovers F . C .,0,-0.22525
[CLS] Antônio Rinaldo:2 Gonçalves plays with [MASK] [MASK] [MASK] . [SEP],the national team,Brazil national football team,0,Brazil national football team,0,-1.09770
[CLS] Jason Williams plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Orlando Magic,0,Orlando Magic,0,-0.72710
[CLS] Jason Pearce plays with [MASK] [MASK] [MASK] . [SEP],F . C,Leeds United F . C .,0,Leeds United F . C .,0,-0.18638
[CLS] Allison Falk plays with [MASK] [MASK] [MASK] [MASK] . [SEP],P . D .,Los Angeles Sol,0,Los Angeles Sol,0,-0.90408
[CLS] Rasual:2 Butler plays with [MASK] [MASK] [MASK] . [SEP],Rasual:2 Butler,Miami Heat,0,Miami Heat,0,-0.25693
[CLS] Pedro Munitis:3 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Spain national football team,0,Spain national football team,0,-0.94620
[CLS] Rodney Holman:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Cincinnati Bengals:2,0,Cincinnati Bengals:2,0,-0.54208
[CLS] Marco Turati:2 plays with [MASK] [MASK] [MASK] . [SEP],Marco Turati:2,U . S . Ancona 1905,0,U . S . Ancona 1905,0,-0.12750
[CLS] Yoann:2 Bagot:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Yoann:2 Bagot:2,Cofidis:3,0,Cofidis:3,0,-0.98987
[CLS] Émile Stijnen:2 plays with [MASK] [MASK] [MASK] . [SEP],Émile Stijnen:2,R . O . C . de Charleroi - Marchienne:2,0,R . O . C . de Charleroi - Marchienne:2,0,-0.04305
[CLS] Phil Heath plays with [MASK] [MASK] [MASK] [MASK] . [SEP],F . C .,Oxford United F . C .,0,Oxford United F . C .,0,-0.47985
[CLS] Mervyn:2 Day plays with [MASK] [MASK] [MASK] . [SEP],Mervyn:2 Day,Leyton:2 Orient F . C .,0,Leyton:2 Orient F . C .,0,-0.48886
[CLS] Bob McIntyre:4 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Pawtucket:4 Rangers,0,Pawtucket:4 Rangers,0,-0.67065
[CLS] Sireli:2 Bobo:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Sireli:2 Bobo:2,Stade Rochelais:2,0,Stade Rochelais:2,0,-0.68508
[CLS] Jamie Mulgrew:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Northern Ireland national football team,0,Northern Ireland national football team,0,-0.61423
[CLS] Alex Jones plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Philadelphia Phillies:2,0,Philadelphia Phillies:2,0,-0.69704
[CLS] Kelvin Garmon:2 plays with [MASK] [MASK] . [SEP],his father,Dallas Cowboys,0,Dallas Cowboys,0,-0.99842
[CLS] Milan Chalupa:3 plays with [MASK] [MASK] . [SEP],the club,Detroit Red Wings,0,Detroit Red Wings,0,-0.49954
[CLS] Shingo:2 Honda plays with [MASK] [MASK] [MASK] . [SEP],Shingo:2 Honda,Avispa:2 Fukuoka,0,Avispa:2 Fukuoka,0,-0.60733
[CLS] Roger Wolff plays with [MASK] [MASK] [MASK] [MASK] . [SEP],P . A .,Pittsburgh Pirates,0,Pittsburgh Pirates,0,-1.23526
[CLS] John Vanbiesbrouck:4 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,New Jersey Devils,0,New Jersey Devils,0,-0.90888
[CLS] Robbie Gibbons plays with [MASK] [MASK] [MASK] [MASK] . [SEP],T . S .,Alki:2 Larnaca:3 F . C .,0,Alki:2 Larnaca:3 F . C .,0,-1.25192
[CLS] Gordon Low plays with [MASK] [MASK] [MASK] [MASK] . [SEP],A . B .,Stockport:2 County F . C .,0,Stockport:2 County F . C .,0,-1.15103
[CLS] Tomasz Iwan plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Ukraine national team,RBC:2 Roosendaal:4,0,RBC:2 Roosendaal:4,0,-1.12218
[CLS] Brian Holzinger:2 plays with [MASK] [MASK] [MASK] . [SEP],K . K,Pittsburgh Penguins,0,Pittsburgh Penguins,0,-0.35223
[CLS] Sean Priddle:2 plays with [MASK] [MASK] [MASK] . [SEP],Sean Priddle:2,Brentford:2 F . C .,0,Brentford:2 F . C .,0,-0.05509
[CLS] Nerijus:2 Barasa:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Latvia national team,FK Atlantas:2,0,FK Atlantas:2,0,-0.92347
[CLS] Na Byung:2 - yul:2 plays with [MASK] [MASK] [MASK] . [SEP],", plays with",Persita:2 Tangerang:2,0,Persita:2 Tangerang:2,0,-1.03001
[CLS] Darjuš:3 Lavrinovič:5 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Moldovan:2 team,Pallacanestro:4 Reggiana:3,0,Pallacanestro:4 Reggiana:3,0,-0.78688
[CLS] Harry Wilcox:3 plays with [MASK] [MASK] [MASK] . [SEP],W . W,Preston North End F . C .,0,Preston North End F . C .,0,-0.60611
[CLS] Alonso Escoboza:4 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Club Tijuana:2,0,Club Tijuana:2,0,-1.00545
[CLS] Larry Izzo:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,New England Patriots,0,New England Patriots,0,-0.72028
[CLS] Veigar:3 Páll:2 Gunnarsson:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Icelandic national team,Iceland national football team,0,Iceland national football team,0,-0.82837
[CLS] Darko:2 Raca:2 plays with [MASK] [MASK] [MASK] . [SEP],", plays with",F . K . Sarajevo,0,F . K . Sarajevo,0,-1.20200
[CLS] Andy Cooke plays with [MASK] [MASK] . [SEP],Andy Cooke,Burnley:2 F . C .,0,Burnley:2 F . C .,0,-0.39789
[CLS] Wally Quinton:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Shrewsbury Town F . C .,0,Shrewsbury Town F . C .,0,-0.58145
[CLS] Federico Lopez plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Team Quest,0,Team Quest,0,-1.20266
[CLS] Goran Popov:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Moldovan:2 team,SC Heerenveen:3,0,SC Heerenveen:3,0,-0.83562
[CLS] Johnny Sheppard plays with [MASK] [MASK] [MASK] . [SEP],Johnny Sheppard Band,New York Americans,0,New York Americans,0,-0.74368
[CLS] Stefano Lorenzi:2 plays with [MASK] [MASK] [MASK] . [SEP],Stefano Lorenzi:2,A . C . ChievoVerona:5,0,A . C . ChievoVerona:5,0,-0.11708
[CLS] René Bolf:2 plays with [MASK] [MASK] . [SEP],Bolf:2,Czech Republic national football team,0,Czech Republic national football team,0,-0.09605
[CLS] Nicolas Frey plays with [MASK] [MASK] . [SEP],Nicolas Frey,A . C . ChievoVerona:5,0,A . C . ChievoVerona:5,0,-0.13451
[CLS] Sandro Ferreira André plays with [MASK] [MASK] [MASK] . [SEP],the national team,Paykan:2 F . C .,0,Paykan:2 F . C .,0,-1.00744
[CLS] Bill Pulsipher:4 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Pulsipher:4,New York Mets,0,New York Mets,0,-0.72889
[CLS] Glenn Myatt:2 plays with [MASK] [MASK] . [SEP],Myatt:2,Detroit Tigers,0,Detroit Tigers,0,-0.02206
[CLS] Jim Paterson plays with [MASK] [MASK] [MASK] . [SEP],Jim Paterson Band,Dunfermline:5 Athletic F . C .,0,Dunfermline:5 Athletic F . C .,0,-1.05120
[CLS] Thomas Crean:2 plays with [MASK] [MASK] [MASK] . [SEP],F . C,British & Irish Lions,0,British & Irish Lions,0,-0.71912
[CLS] Arthur Leach plays with [MASK] [MASK] . [SEP],Arthur Leach,Collingwood:3 Football Club,0,Collingwood:3 Football Club,0,-0.05066
[CLS] Uwe Harttgen:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Germany national team,SV Werder Bremen,0,SV Werder Bremen,0,-1.03687
[CLS] Igor Matić:2 plays with [MASK] [MASK] . [SEP],Partizan Belgrade,Serbia national under - 21 football team,0,Serbia national under - 21 football team,0,-0.58523
[CLS] Ermen:2 Benítez:3 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Ecuador national football team,0,Ecuador national football team,0,-0.90682
[CLS] Tornike:2 Gorgiashvili:4 plays with [MASK] [MASK] [MASK] . [SEP],the national team,FC Samtredia:3,0,FC Samtredia:3,0,-0.80123
[CLS] Eddie Loyden:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Blackpool F . C .,0,Blackpool F . C .,0,-0.69370
[CLS] Dirk Hayhurst:2 plays with [MASK] [MASK] [MASK] . [SEP],F . F,San Diego Padres:2,0,San Diego Padres:2,0,-0.29343
[CLS] Luan:2 Pinari:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Luan:2 Pinari:2,Partizani:2 Tirana,0,Partizani:2 Tirana,0,-0.47716
[CLS] Andrei Mezin:2 plays with [MASK] [MASK] [MASK] . [SEP],Andrei Mezin:2,Traktor:2 Chelyabinsk:4,0,Traktor:2 Chelyabinsk:4,0,-0.22679
[CLS] Rasim:2 Ramaldanov:3 plays with [MASK] [MASK] [MASK] . [SEP],the national team,Sumgayit:4 PFC:2,0,Sumgayit:4 PFC:2,0,-0.93905
[CLS] Gary Bollan:2 plays with [MASK] [MASK] [MASK] . [SEP],Sox Sox Sox,Livingston F . C .,0,Livingston F . C .,0,-0.85662
